source,title,description,category,publishedAt
20 Minuten,Sturz aus Hochaus – Teheran untersucht Abschiedsnotiz von Schweizer Diplomatin,"Die Mitarbeiterin der Schweizer Botschaft, die tot in Teheran aufgefunden wurde, habe Suizid begangen, heisst es mittlerweile aus dem Iran.",nation,2021-05-05T19:57:39Z
BLICK,Plan für Grossanlässe stösst bei Gesundheitsdirektoren auf Skepsis,Im Privaten Versammlungen mit maximal 15 Personen zulassen und gleichzeitig von Grossveranstaltungen bis 3000 Personen reden? Den Gesundheitsdirektoren ist das skizzierte Öffnungskonzept des Bundesrates zu ambitiös. Es wecke möglicherweise falsche Hoffnungen.,nation,2021-05-05T16:24:11Z
BLICK,Wädenswil ZH: Smart kracht in Baustelle - Lenker raucht erst Mal eine,Ein Smart-Lenker ist am Mittwochnachmittag in Wädenswil ZH in eine Baustelle gekracht. Nach dem Unfall blieb der 50-Jährige erst Mal im Wagen sitzen und rauchte eine Zigarette.,nation,2021-05-05T15:45:55Z
BLICK,Dachstock von Haus in Obfelden ZH brennt komplett aus,"In Obfelden ZH ist es am Mittwochvormittag zu einem Brand gekommen. Bilder zeigen, wie starke Winde das Feuer anfachen.",nation,2021-05-05T13:55:02Z
BLICK,Thai-König soll an Bluterkrankung leiden - Behandlung in Deutschland,"Mehrere Jahre hat der thailändische König seine Frau in Engelberg OW versteckt. Er selber wohnte in einem Luxushotel in Bayern. Dass er meistens in Europa lebt, hängt vermutlich mit einer Bluterkrankung und seinem Bedürfnis nach einem ausschweifenden Leben zusammen.",nation,2021-05-05T13:46:19Z
20 Minuten,11000 Tonnen aus dem Ausland,Die Kartoffel-Lager der Schweizer Bauern sind wegen Covid randvoll. Trotzdem sollen zusätzliche Tonnen des Knollengemüses aus dem Ausland in die Schweiz importiert werden. In der Branche spricht man von einer paradoxen Situation.,nation,2021-05-05T13:31:41Z
Telebasel,"Taskforce: ""Wir haben immer mehr Jüngere auf Intensivstationen""",Die Experten des Bundes informieren ab 14 Uhr über die aktuelle Corona-Lage. Telebasel zeigt die Medienkonferenz live im TV und online.,nation,2021-05-05T10:29:40Z
BLICK,"Querschnittgelähmter Romand (21) macht RS, obwohl er im Rollstuhl sitzt",Er kämpfte lange dafür: Paraplegiker Nouh Arhab (21) aus Lausanne wollte unbedingt in die Schweizer Armee. Jetzt wurde er endlich akzeptiert und für tauglich befunden: Nun ist der Romand der erste Rollstuhl-Rekrut der Schweiz.,nation,2021-05-05T08:17:45Z
BLICK,Der rechte Messias: Philipp Matthias Bregy wird neuer Mitte-Fraktionschef,Philipp Matthias Bregy kandidiert als Einziger für den Chefposten der Mitte-Fraktion. Wer ist der konservative Politiker aus dem Oberwallis – und weshalb verkleidet er sich in seiner Freizeit als Osmane?,nation,2021-05-05T05:02:56Z
Schweizer Radio und Fernsehen (SRF),Kein selbstbestimmtes Leben - Kanton Glarus lässt Schwerbehinderte im Stich,Menschen mit schwerer Behinderung sollten in den eigenen vier Wänden wohnen können. In Glarus ist das fast unmöglich.,nation,2021-05-04T18:49:00Z
