source,title,description,category,publishedAt
Telebasel,Blinder erlangt Teil seines Sehvermögens zurück,Ein erblindeter Patient hat nach einer optogenetischen Behandlung einen Teil seines Sehvermögens zurückerlangt.,nation,2021-05-24T16:03:04Z
20 Minuten,Schiesserei vor Bar : Schussopfer von Rickenbach ausser Lebensgefahr,Vor einer Bar in Rickenbach bei Wil TG wurden zwei Männer durch Schüsse verletzt. Die Fahndung nach den Tätern läuft.,nation,2021-05-24T13:59:12Z
BLICK,International: WHO: 115'000 Pfleger an Corona gestorben,Mindestens 115 000 Pflegekräfte sind nach einer Schätzung der Weltgesundheitsorganisation (WHO) weltweit in Zusammenhang mit einer Coronavirus-Infektion ums Leben gekommen.,nation,2021-05-24T13:41:12Z
BLICK,Emmenbrücke: Lenker (31) baut Unfall mit 60'000 Fr. Schaden,Am Pfingstwochenende ereigneten sich auf den Luzerner Strassen mehrere Verkehrsunfälle. Eine Person musste in kritischem Zustand ins Spital gebracht werden.,nation,2021-05-24T13:06:49Z
BLICK,Deutsche überrascht von Schweizer Trinkbrunnen,Die gute Wasserqualität der Schweizer Trinkbrunnen sorgt beim deutschen Nachbarn für grosse Augen – besonders bei Sparfüchsen.,nation,2021-05-24T12:59:40Z
Telebasel,Mofafahrer (62) stirbt nach vermeintlich harmlosem Unfall im Spital,Ein 62-jähriger Mofafahrer verstarb nach einem Unfall im Kanton Aargau im Spital. Die Kantonspolizei wurde am Sonntag darüber informiert.,nation,2021-05-24T11:51:02Z
BLICK,Schweiz: Merkel warnt vor weiteren Pandemien,"Die deutsche Bundeskanzlerin Angela Merkel hat zum Auftakt der Jahrestagung der Weltgesundheitsorganisation (WHO) vor neuen Pandemiegefahren gewarnt. Sie rief die Weltgemeinschaft auf, bessere Vorbereitungen zu treffen.",nation,2021-05-24T11:04:40Z
20 Minuten,Studie liefert Hinweise : Sind Raucher und Risikopatienten nach der Impfung weniger gut geschützt?,"Wer gegen Corona geimpft ist, geht davon aus, zwei Wochen nach dem zweiten Piks gut gegen Covid-19 geschützt zu sein. Doch offenbar entwickeln ausgerechnet jene weniger Antikörper, für die das Coronavirus besonders gefährlich ist.",nation,2021-05-24T10:20:24Z
BLICK,Coronavirus: Schweiz für weltweiten Pandemie-Vertrag,Die Schweiz unterstützt das Ziel eines internationalen Pandemie-Vertrages. Mit einem Appell an die Mitgliedsstaaten zur Unterstützung einer derartigen Gesundheitsschutz-Architektur eröffnete Bundesrat Alain Berset am Montag die 74. Weltgesundheitsversammlung der WHO.,nation,2021-05-24T10:20:08Z
20 Minuten,Goldach SG : Nachbar löscht Brand und rettet Mann (32) und seinen Sohn (4) aus Wohnung,Ein Föhn auf einem Wickeltisch sollte ein Zimmer heizen. Die Matratze fing daraufhin Feuer und ein Nachbar rettete den schlafenden Vater und seinen Sohn aus dem Rauch.,nation,2021-05-24T09:44:24Z
