source,title,description,category,publishedAt
schweizer radio und fernsehen (srf),Neue Bestattungsmethode - In Bern kommt der Sarg per Velo,Die letzte Fahrt per Velo – echte Trauerarbeit oder simpler PR-Gag?,nation,2021-05-04T17:15:00Z
telebasel,Schwer verletzte Frau in der Steinenvorstadt gefunden,In der Steinen Vorstadt stieg am Dienstagnachmittag eine junge Frau über ein Geländer. Beim Sturz verletzte sie sich schwer. Ihre Identität bleibt unklar.,nation,2021-05-04T15:54:06Z
telebasel,Schwer verletzte Frau in der Steinenvorstadt gefunden,In der Steinen Vorstadt stieg am Dienstagnachmittag eine junge Frau über ein Geländer. Beim Sturz verletzte sie sich schwer. Ihre Identität bleibt unklar.,nation,2021-05-04T15:54:06Z
20 minuten,Basel : Junge Frau steigt über Balkongeländer und stürzt ab,"In Basel wurde am Dienstag eine junge Frau schwer verletzt, als sie ein Balkongeländer bestieg und abstürzte. Nun ermittelt die Kriminalpolizei.",nation,2021-05-04T15:49:25Z
blick,BAG-Quarantäneliste: Bosnien-Herzegowina möglicherweise neu drauf,"Das Bundesamt für Gesundheit wird seine Quarantäneliste bald wieder anpassen. Blick weiss, welche Länder wohl auf die Liste gesetzt werden – und welche bald wieder erleichterte Einreisebestimmungen haben könnten.",nation,2021-05-04T15:28:06Z
blick,Thai-Königin Suthida versteckte sich in Engelberg,Mehrere Jahre lang lebte die thailändische Königin Suthida fast unerkannt in Engelberg OW. Gesehen wurde sie höchstens auf der Skipiste und im gemütlichen Bärghuis auf dem Jochpass. Bald wird sie wieder im Klosterdorf erwartet.,nation,2021-05-04T14:53:00Z
20 minuten,Basel-Stadt : Bettler werden nach Grosskontrolle ausgewiesen,Die Kantonspolizei Basel-Stadt kontrollierte in einer grossangelegten Aktion 52 mutmassliche Bettlerinnen und Bettler. 21 Personen wurden dem Migrationsamt Basel-Stadt zugeführt.,nation,2021-05-04T14:28:36Z
schweizer radio und fernsehen (srf),Polizeaktion in Frankreich - Waadtländer Geldtransporter-Knacker verhaftet,Fünf mutmasslich an dem Überfall auf einen Geldtransport in Daillens VD Beteiligte sind in Frankreich verhaftet worden.,nation,2021-05-04T14:08:00Z
blick,Unfall in Zürich: Mann (32) unter Tram eingeklemmt - verletzt,Am Dienstagnachmittag ist es im Kreis 5 in Zürich zu einer Kollision zwischen einem Tram der Linie 13 und einem Fussgänger gekommen. Der Mann musste mit erheblichen Verletzungen ins Spital gebracht werden.,nation,2021-05-04T14:00:21Z
20 minuten,Thailands König Maha Vajiralongkorn versteckte Geliebte Suthida jahrelang in Engelberg,In einem Hotel im Kanton Obwalden soll sich über Jahre Suthida Vajiralongkorn (42) aufgehalten haben. Ihr Ehemann soll sie dort öfter besucht haben.,nation,2021-05-04T13:07:26Z
