source,title,description,category,publishedAt
BLICK,Thurgau knallhart: Grenzgänger nicht zur Impfung zugelassen,Der Kanton Thurgau räumt der eigenen Bevölkerung Priorität beim Impfen ein. Das Nachsehen haben die Grenzgänger. Sie müssen sich gedulden.,nation,2021-05-14T18:01:49Z
Schweizer Radio und Fernsehen (SRF),Labortheorie vs. Fledermauskot - Ursprung von Sars-CoV-2 immer noch unklar,"20 Forschende wollen endgültig Klarheit darüber, ob das Coronavirus direkt aus der Tierwelt oder aus einem Labor stammt.",nation,2021-05-14T17:03:00Z
Telebasel,Reaktionen auf das Parkhaus-Aus,"Für die Befürworter des Landhofparkings ist es ein Sieg der Verhinderungspolitik. Die Gegner können noch kaum glauben, dass das Projekt am Ende sein soll.",nation,2021-05-14T16:43:34Z
20 Minuten,"Rentnerin aus Engelburg SG wird gebüsst, weil sie einen fremden Kater fütterte",Eine Rentnerin aus Engelburg fütterte regelmässig einen zugelaufenen Kater. Dieser hat aber bereits eine Besitzerin. Sie hat nun Anzeige erstattet.,nation,2021-05-14T15:38:16Z
Schweizer Radio und Fernsehen (SRF),Grenze zu Basel - Deutschland erlaubt Einkaufstourismus: Das lief in Weil am Rhein,Seit Donnerstag dürfen Schweizer wieder in Deutschland einkaufen. In den Läden hatte es am Freitag noch genügend Platz.,nation,2021-05-14T14:42:00Z
20 Minuten,Israelitische Gemeinde warnt Mitglieder,"Am Samstag soll in Basel eine nicht bewilligte Kundgebung von Palästina-Aktivisten stattfinden. Politiker fürchten, dass dort judenfeindliche Parolen skandiert werden und die Israelitische Gemeinde rät ihren Mitgliedern, die Demos zu meiden.",nation,2021-05-14T14:02:00Z
20 Minuten,Coronavirus - Kinder ab 10 sollen sich auch gegen den Willen der Eltern impfen lassen können,"Zehnjährige Kinder sollen selbst entscheiden können, ob sie sich impfen lassen wollen, so das BAG. Jus-Professorin Regina Aebi-Müller unterstützt die Empfehlung.",nation,2021-05-14T13:51:03Z
BLICK,Meineimpfungen.ch stellt Betrieb ein,Die Plattform «meineimpfungen.ch» wird eingestellt. Die gravierenden Sicherheitsmängel konnten nicht behoben werden.,nation,2021-05-14T13:50:14Z
BLICK,Zürich: Andreas Widmer übergibt Täter am Hauptbahnhof der Polizei,"Andreas Widmer (59) beobachtet, wie ein Mann am Zürcher Hauptbahnhof eine Frau vor einen einfahrenden Zug stösst. Der Augenzeuge reagiert sofort – mit Erfolg.",nation,2021-05-14T13:46:27Z
Telebasel,Das Rüebli ist das Lieblingsgemüse der Schweiz,Das Rüebli oder die Karotte ist und bleibt das Lieblingsgemüse der Schweizerinnen und Schweizer. Fast neun Kilo davon vertilgten sie 2020 pro Kopf.,nation,2021-05-14T13:20:24Z
