source,title,description,category,publishedAt
20 Minuten,Adligenswil LU : Zwillingsschwester sucht mit Flyern nach vermisster Alishia Bucher (21),Alishia Bucher (21) wird seit dem 21. April vermisst; die Polizei bittet die Bevölkerung um Hinweise. Ihre Zwillingsschwester wird nun ebenfalls öffentlich aktiv.,nation,2021-05-12T19:33:24Z
20 Minuten,Mehrere Händler betroffen : Achtung giftig – diese Feigen darfst du nicht essen,Die Feigen «La Dama de la Vera» werden nicht mehr verkauft. Schon bezogene Packungen sollen weggeworfen werden. Dies empfiehlt das Bundesamt für Lebensmittelsicherheit.,nation,2021-05-12T16:25:13Z
Schweizer Radio und Fernsehen (SRF),Abgestürztes Flugzeug - So aufwändig ist eine Flugzeug-Bergung im Bodensee,Im zweiten Anlauf hat es geklappt: Fachleute haben in einer aufwändigen Aktion ein Kleinflugzeug aus dem See geholt.,nation,2021-05-12T14:41:00Z
Telebasel,"Kopfschütteln bei der SVP, Erleichterung bei der Gastrosuisse",So reagiert die Politik und Wirtschaft auf die Öffnungspläne des Bundesrats vom Mittwoch. Eine Übersicht:,nation,2021-05-12T13:47:32Z
20 Minuten,Unabhängige Experten : Corona-Pandemie hätte vermieden werden können,"Eine unabhängige Experten-Kommission hat den Ausbruch der Corona-Pandemie untersucht. Sie kommt zum Schluss: Hätte die WHO weniger gezögert, hätte sich die Pandemie verhindern lassen.",nation,2021-05-12T13:02:21Z
BLICK,"Experten meinen: ""Die Pandemie hätte verhindert werden können""",Die weltweite Verbreitung des Coronavirus hätte nach Ansicht unabhängiger Experten vermieden werden können.,nation,2021-05-12T12:42:57Z
Telebasel,Regierungen beider Basel planen neues Tramliniennetz,Die Innenstadt soll von Trams entlasten werden: Ab 2030 sollen nur noch fünf statt bisher sieben Tramlinien zwischen Schifflände und Barfüsserplatz verkehren.,nation,2021-05-12T10:10:21Z
Telebasel,Stau am Gotthard wegen Sperrung früher als erwartet,Zum Auftakt des verlängerten Auffahrt-Wochenendes haben sich am Gotthard bereits gegen Mittwochmittag die Autos gestaut.,nation,2021-05-12T09:40:16Z
Telebasel,Regierung stellt sich gegen Staats-Schutzschirm für Grossanlässe,Der Bundesrat hat vorgeschlagen Grossanlässe mit einer Schutzschirm-Garantie zu ermöglichen. Die Baselbieter Regierung stellt sich da aber quer.,nation,2021-05-12T09:10:14Z
Telebasel,Regierung stellt sich gegen Staats-Schutzschirm für Grossanlässe,Der Bundesrat hat vorgeschlagen Grossanlässe mit einer Schutzschirm-Garantie zu ermöglichen. Die Baselbieter Regierung stellt sich da aber quer.,nation,2021-05-12T09:10:14Z
