source,title,description
www.nau.ch,Meghan Markle: Sie schickt Archie in die Vorschule! - Nau.ch,"Meghan Markle schickt ihren Archie Harrison (bald 2) in eine ähnliche Vorschule, wie Prinz Louis (3) sie besucht."
20 minuten,"Elliot Page im Oprah-Interview - «Ich wusste schon als Kind, dass ich ein Junge bin» - 20 Minuten",«Juno»-Schauspieler Elliot Page spricht ausführlich über seine Erfahrungen als nicht-binärer Trans-Mann vor und nach seinem Coming-out.
blick.ch,Tamara Berger: Megawatt half ihr durch die Krebserkrankung - BLICK,Mit ihrem neuen Lied «Loieherz» geben Megawatt ihren Hörern Motivation für eine schwierige Aufgabe. Es gab auch Tamara Berger Kraft in der Behandlung gegen ihren Krebs.
www.nau.ch,Verona Pooth: Sohn (17) sorgt mit Schlägerei für Aufsehen - Nau.ch,Teenager sind wohl nie einfach. Das muss jetzt auch Moderatorin Verona Pooth erfahren. Ihr Sohn (17) packt in einem Podcast über seine Flausen aus.
blick.ch,Willi Herrens Ehefrau Jasmin kommt nicht zu seiner Beerdigung - BLICK,Jasmin Herren wird nicht an der Trauerfeier ihres verstorbenen Mannes dabei sein. Der im Alter von 45 Jahren verstorbene TV-Star Willi Herren soll am 5. Mai in Köln beerdigt werden.
blick.ch,Thomas Gottschalk und Karina Mross schwärmen voneinander - BLICK,"Thomas Gottschalk und Karina Mross haben ineinander ihren Traumpartner gefunden. Wie die beiden in einem seltenen Paar-Interview verraten, seien sie auch nach zwei Jahren noch verliebt wie am ersten Tag."
telebasel.ch,Zehn Jahre royale Traumhochzeit: «Zu Hause einfach William und Kate» - Telebasel,Sie sind die Hoffnungsträger des britischen Königshauses. Prinz William (38) und seine Frau Herzogin Kate (39) feiern am Donnerstag ihren zehnten Hochzeitstag.
blick.ch,Heino streitet sich um Millionen-Erbe wegen geplatzter Adoption - BLICK,Schlagersänger Heino wollte aus Gutmütigkeit ein Ehepaar adoptieren. Doch der Schuss ging nach hinten los und endete in einem Streit um sein Millionen-Erbe.
www.srf.ch,Swiss Press Photo Award - Sarah Carp wird «Swiss Press Photographer of the Year» - Schweizer Radio und Fernsehen (SRF),"Bilder, die das Jahr 2020 prägten: Sechs Fotografinnen und Fotografen wurden im Rahmen der Swiss Press Awards geehrt."
20 minuten,«Vier Jahre nicht beim Frauenarzt» - Influencerin Julia Holz hat Krebs im fortgeschrittenen Stadium - 20 Minuten,Julia Holz schockiert ihre Community: Die Influencerin und Mutter einer Tochter hat Gebärmutterhalskrebs.
