source,title,description
blick.ch,"«Bauer sucht Frau»-Star Maik ist tot, Witwe Judith trauert - BLICK",«Bauer sucht Frau»-Landwirt Maik und seine Ehefrau Judith gaben sich 2008 im Fernsehen das Ja-Wort. Nun ist der Rinderzüchter überraschend gestorben.
blick.ch,Gimma zahlt Bieler (18) die «Sound of da Police»-Busse - BLICK,"Ein Bieler Student postet ein Video auf Tiktok. Dort zeigt er, wie er von zwei Polizisten gebüsst wird – weil er ein Hip-Hop-Lied gesungen hat. Rapper Gimma eilt dem 18-Jährigen nun zur Hilfe."
20 minuten,«Game of Thrones»-Star - Natalie Dormer ist Mama geworden – und niemand hats gemerkt - 20 Minuten,Bereits im Januar hat Natalie Dormer ihr erstes Kind zur Welt gebracht. Aber erst jetzt teilt die Schauspielerin die News mit der Welt.
www.nau.ch,Prinz Harry und Meghan Markle: Herzogin Kates Onkel beleidigt sie - Nau.ch,Der Onkel von Kate Middleton ist wegen des Oprah-Interviews sauer auf Prinz Harry und Meghan Markle. Gary Goldsmith glaubt dem Paar «kein Wort».
bluewin.ch,Daniel Bumann hört auf – ein Best-of seiner Sprüche - bluewin.ch,Nach 101 Folgen hat der Restauranttester genug. Daniel Bumann will  neue Wege einschlagen.
tagesanzeiger.ch,Youtube-Star Chris Morocco - Schweizer Rösti vom US-Küchenchef - Tages-Anzeiger,Der amerikanische Ausnahmekoch hat sich an unserer Nationalspeise versucht – und dafür viel Kritik von Schweizer Fans geerntet.
www.rtl.de,GZSZ: Verscherzt Lilly es sich mit Nihats Familie? - RTL Online,GZSZ-Folge 7247 vom 29.04.2021: Verscherzt Lilly es sich mit Nihats Familie
blick.ch,Luca Hänni musste Christina Luft aus «Durch die Nacht» schneiden - BLICK,Aus einer spontanen Eingebung heraus liess Luca Hänni seine Freundin Christina Luft auf seiner neuen Single «Durch die Nacht» mitsingen. In der fertigen Fassung ist die Tänzerin allerdings nicht zu hören.
20 minuten,Rankin für Relate - In dieser sinnlichen Kampagne dreht sich alles um Sex im Alter - 20 Minuten,Über Intimität im Alter wird selten gesprochen. Mit seiner neuen Werbekampagne will Heidi Klums Lieblingsfotograf das ändern. Dafür hat Rankin ältere Menschen in intimen Momenten abgelichtet.
blick,Openair Flumserberg von 2021 auf 2022 verschoben,Die Aussicht für den Festivalsommer 2021 wird immer trüber. Nun sagt mit dem Flumserberg Open Air das nächste Festival seine Durchführung in diesem Jahr ab.
20 minuten,Die Queen of Pop in Ezgi Cinar,In ihrem neuesten Instagram-Post sehen wir Madonna in verführerischen Posen und mit heissem Look. Dafür setzt sie bereits zum zweiten Mal auf einen Entwurf der Schweizer Designerin Ezgi Cinar.
gmx.ch,Jan Josef Liefers: Habe mich für #allemalneschichtmachen angemeldet,"Mit einer Video-Aktion haben zahlreiche Schauspieler die Corona-Politik kritisiert und dafür Gegenwind erfahren. Bei einem Streitgespräch haben Jan Josef Liefers und Gesundheitsminister Jens Spahn nun ihre Standpunkte in der Debatte dargelegt.
Der Schauspieler will demnächst eine Schicht lang im medizinischen Bereich arbeiten."
blick,"Heidi Klum soll ""GNTM""-Konkurrenz von ihrem Vater Günther bekommen",Seit 16 Staffeln sucht Heidi Klum Nachwuchsmodels in ihrer Casting-Show «Germany's Next Topmodel». Nun soll diese Konkurrenz bekommen – ausgerechnet von ihrem Vater Günther.
20 minuten,ProSieben-Moderator Daniel Aminati hat sich mit Eva Fischer verlobt,"Der deutsche Moderator Daniel Aminati verrät mit einem Kniefall-Foto auf Instagram, dass er sich mit Freundin Patrice Eva Fischer verlobt hat."
