source,title,description,category,publishedAt
Blick.ch,Susanne Kunz dachte mit zehn Jahren erstmals an eine Diät,"Die ehemalige SRF-Moderatorin Susanne Kunz verrät in Claudia Lässers Talk-Format, warum sie im Alter von zehn Jahren erstmals daran dachte abzunehmen – und welche zwei grossen Wünsche sie noch für die Zukunft hat.",entertainment,2021-05-16T17:07:22Z
BUNTE.de,"ZDF-""Fernsehgarten"": ""Das nehmen wir gleich raus!"" – das stieß Andrea Kiewel sauer auf - BUNTE.de","Hoppala, da entrutscht einer 81-Jährigen vor laufenden Kameras das B-Wort! Da muss ZDF-Moderatorin Andrea Kiewel direkt eingreifen.",entertainment,2021-05-16T13:25:09Z
Www.nau.ch,Prinz Harry schiesst gegen Charles – und kriegt aufs Dach,Prinz Harry sprach von fehlenden Erziehungsfähigkeiten seines Vaters Charles. Nun kriegt Harry von einem scharfen Kritiker selbst aufs Dach.,entertainment,2021-05-16T10:35:54Z
Blick.ch,Dieter Bohlen kann wegen RTL keine anderen TV-Projekte wahrnehmen,"Fans löchern Pop-Titan Dieter Bohlen, wann er nach seinem «DSDS»-Aus endlich wieder auf dem TV-Bildschirm zu sehen sein wird. Wegen Verträgen mit RTL wird das noch eine Weile dauern, sagt er jetzt.",entertainment,2021-05-16T10:19:22Z
Www.nau.ch,Willi Herren (†45): Schwester erfuhr über Journalist von Tod!,"Das wünscht man niemandem. Anna-Maria Herren erfuhr über ein Telefonat mit einem Journalisten, dass ihr Bruder Willi Herren tot ist.",entertainment,2021-05-16T09:50:39Z
20 Minuten,20 Jahre nach Gründung - Geben Bro’Sis ein Comeback?,Vor zwanzig Jahren wurde die Castingband Bro’Sis gegründet. Zum Jubiläum gibts neue Cover-Versionen der Ex-Bandmitglieder Ross Antony und Giovanni Zarella.,entertainment,2021-05-16T09:43:41Z
Watson.ch,Kate Winslet rüpelt doppelt in «Ammonite» und «Mare of Easttown»,Im Kino und auf Sky Show brechen gerade die Kate-Winslet-Festspiele an. Beides ist sehenswert. Auch wenn man so einiges davon schon ein wenig zu kennen glaubt.,entertainment,2021-05-16T09:34:00Z
Telezueri.ch,2 min Vertrauen Sie jetzt Ihrem Herzen - TeleZüri,"Die günstigen Beziehungssterne bieten in dieser Woche ein solides Fundament für gemeinsame Projekte. So können Sie mit anderen Menschen etwas aufbauen, das langfristig Bestand hat. Das Wochenhoroskop vom 17. bis 23. Mai 2021.",entertainment,2021-05-16T08:03:30Z
Schweizer-illustrierte.ch,Grosser Auftritt von Königin Máxima und ihren Töchtern zum 50. Geburtstag - Schweizer Illustrierte,Endlich wieder einmal ein grosser Auftritt der niederländischen Royals! In Amsterdam feierte die ganze Familie den 50. Geburtstag von Königin Máxima vor und packte dazu die schönste Abendgarderobe aus.,entertainment,2021-05-16T06:10:15Z
20 Minuten,Alternativ-Wettbewerb - Rea Garvey gewinnt «Free Eurovision Song Contest»,Irland hat beim Eurovision Song Contest schon sieben Siege geholt. Bei der von Show-Guru Stefan Raab erdachten ESC-Variante läuft es nun ebenfalls ziemlich gut. Die Schweiz allerdings verpasste die Top Ten knapp.,entertainment,2021-05-16T03:17:48Z
Www.nau.ch,Prinz William und Kates Charity-Chef kündigt wegen Meghan,"Jason Knauf, der Charity-Chef von Prinz William und Kate Middleton, kündigt. Brisant: Vor einem Monat wurden seine Mobbing-Vorwürfe gegen Meghan publik.",entertainment,2021-05-15T19:00:41Z
20 Minuten,"David Beckham, Lady Gaga und BTS - Diese Stars sind in der Reunion-Folge von «Friends» dabei",Bald wird das Reunion-Special der Kult-Sitcom «Friends» ausgestrahlt. Das hat HBO nun mit dem ersten Trailer und neuen Details zur Show verkündet.,entertainment,2021-05-15T18:39:45Z
