source,title,description,category,publishedAt
20 Minuten,Kritik an Erziehungsfähigkeit - Queen ist «zutiefst bestürzt» über Prinz Harrys Angriffe auf das Königshaus,In der Doku-Serie «The Me You Can’t See» sowie in einem Podcast-Interview holte Prinz Harry erneut zum Schlag gegen seine eigene Familie aus. Seine Grossmutter ist «not amused».,entertainment,2021-05-24T18:24:16Z
Www.nau.ch,Eurovision Song Contest: Drogentest bei Siegerband Maneskin negativ,Ein Drogentest beim Sänger der italienischen Siegerband am Eurovision Song Contest Maneskin ist negativ ausgefallen.,entertainment,2021-05-24T17:53:31Z
20 Minuten,Kulturelle Aneignung - Justin Bieber rasiert nach Dreadlocks-Kritik seinen Kopf,"Über Wochen hinweg wurde Bieber im Netz dazu aufgerufen, seine Dreadlocks loszuwerden. Nun hat er sich kurzerhand den Kopf kahl rasiert.",entertainment,2021-05-24T16:59:14Z
Blick.ch,Skandal um Diana-Interview: Michael Jacksons Familie erhebt Vorwürfe,"Martin Bashir soll nicht nur Prinzessin Diana manipuliert haben, sondern auch Michael Jackson. Das behauptet nun die Familie des King of Pop.",entertainment,2021-05-24T15:33:10Z
Www.vip.de,"Erneut erwischt: Ben Affleck und Jennifer Lopez gemeinsam in Miami unterwegs - VIP.de, Star News",Ben Affleck und Jennifer Lopez wurden erneut zusammen gesichtet. Dieses Mal stattete der Schauspieler seiner Ex-Verlobten einen Besuch in Miami ab.,entertainment,2021-05-24T14:51:32Z
Www.nau.ch,"Eurovision Song Contest: Was, wenn die Koks-Vorwürfe stimmen?","Italien ergatterte die Eurovision Song Contest Krone! Doch was passiert, sollten sich die Drogenkonsum-Vorwürfe in Nachhinein tatsächlich bestätigen?",entertainment,2021-05-24T10:05:20Z
Bluewin.ch,«Ohne Bob Dylan wäre alles ganz anders gewesen»,Er prägt die Musikgeschichte seit den frühen 60er-Jahren und erhielt den Nobelpreis für Literatur. Heute feiert Bob Dylan seinen 80. Geburtstag.,entertainment,2021-05-24T09:37:32Z
Watson.ch,Erste Rolle für Kevin Spacey nach Vorwürfen sexueller Übergriffe,Die Karriere des US-Schauspielers Kevin Spacey (61) lag nach Vorwürfen sexueller Übergriffe seit Herbst 2017 brach. Doch nun hat der zweifache …,entertainment,2021-05-24T09:17:00Z
Www.nau.ch,«GNTM»-Finale steht unter einem schlechten Stern,Das «GNTM»-Finale scheint verhext zu sein. Ein Model wurde positiv auf das Coronavirus getestet. Gefährdet diese Erkenntnis das grosse Finale?,entertainment,2021-05-24T06:42:00Z
Www.nau.ch,«Die Bachelorette»-Kandidaten stehen auf flotte Dreier,In der Kuppelshow «Die Bachelorette» wird es gerne mal schlüpfrig. Die Rosenanwärter sprechen nun über ihre Liebeserfahrungen – mit mehr als zwei Personen.,entertainment,2021-05-24T05:37:00Z
Blick.ch,Stefanie Giesinger erhält Morddrohungen nach Corona-Impfung,"Stefanie Giesinger teilte vor drei Tagen ihre Freude über die erhaltene Corona-Impfung. Diese verflog jedoch schnell wieder, denn das Model wurde übel beschimpft und erhielt Morddrohungen. Nun wehrt sie sich.",entertainment,2021-05-23T20:41:59Z
Watson.ch,ESC: Wirbel um vermeintlichen Drogenkonsum von ESC-Gewinner,Italien gewinnt den ESC – und im Netz fragen sich viele: Hat der Frontmann der Band Måneskin etwa live im TV Drogen konsumiert?,entertainment,2021-05-23T08:45:00Z
20 Minuten,Baschi macht Ansage - «Nächstes Jahr hol ich den ESC in die Schweiz»,Gjon’s Tears hat am Eurovision Song Contest eine historische Leistung abgeliefert. So reagiert die Schweizer Promi-Welt auf unseren dritten Platz beim Musikpreis.,entertainment,2021-05-23T06:23:40Z
Blick.ch,So sehr litt Sophia Thiel unter Gewichtskritik,"Sophia Thiel enthüllte vor kurzem erstmals, dass sie jahrelang unter einer Essstörung litt. Jetzt hat sie darüber gesprochen, dass ihr Leben im Rampenlicht diese noch verstärkt hat.",entertainment,2021-05-22T19:29:50Z
Www.nzz.ch,Royal Navy: Flottenverband erstmals wieder unterwegs nach Fernost - Neue Zürcher Zeitung,Vor einem halben Jahrhundert zog sich die Marine Grossbritanniens aus dem Fernen Osten zurück. Nun macht sich aber als Tatbeweis der Neuorientierung der britischen Sicherheitspolitik erstmals wieder ein Flottenverband der Royal Navy auf den Weg Richtung Asien.,entertainment,2021-05-22T18:30:00Z
20 Minuten,Nach Koks-Vorwürfen : ESC-Gewinner Maneskin machen freiwillig einen Drogentest,Nach den Spekulationen rund um die Eurovision-Song-Contest-Gewinner will die italienische Band einen Drogen-Test machen. Das bestätigen die Organisatoren.,entertainment,2021-05-24T11:21:23Z
BLICK,Gjon's Tears holt 3. Platz beim ESC: So reagieren Schweizer Promis,Gjon's Tears holte beim Eurovision Song Contest am Samstag in Rotterdam den dritten Platz. Seine Schweizer Kollegen gratulieren ihm zu seinem Erfolg.,entertainment,2021-05-23T09:18:31Z
BLICK,Mittelfinger in Show des deutschen ESC-Kandidaten,Deutsche Bühnenshow sorgt für Aufsehen.,entertainment,2021-05-23T07:33:26Z
Schweizer Radio und Fernsehen (SRF),Bob Dylan wird 80 - Zwischen Hingabe und Hundekot: Wenn Dylan-Forscher durchdrehen,Bob Dylans grosses Werk lädt ein zur Erforschung und Interpretation. Doch manche «Dylanologen» geraten dabei auf Abwege.,entertainment,2021-05-23T06:59:00Z
20 Minuten,Maneskin verneint Drogenkonsum : Was macht der ESC-Gewinner da am Tisch?,"Die italienische Rockband Maneskin ist nach einem spannenden Finale schliesslich auf dem ersten Platz gelandet. Zu reden aber gibt nicht der Sieg, sondern eine Szene um Leadsänger Damiano David. Er klärt auf.",entertainment,2021-05-23T03:37:04Z
BLICK,Georgina Fleur und Kubilay Özdemir: Streit endet blutig,"Der Streit zwischen Georgina Fleur und Kubilay Özdemir ist erneut eskaliert. Weil sie angeblich mit einem Messer auf ihn losging, rief er die Polizei.",entertainment,2021-05-22T15:13:19Z
GMX.ch,Nach Vorwürfen: VOX stoppt Dreharbeiten mit Caro und Andreas Robens,Hat Andreas Robens bezüglich einer Messerattacke gelogen? Der Sender VOX zieht Konsequenzen und legt die Zusammenarbeit bis auf weiteres auf Eis.,entertainment,2021-05-22T13:47:09Z
BLICK,Prinz Harry: Vater Charles fühlt sich nach Interview verletzt,"In seiner Doku schiesst Prinz Harry scharf gegen die Royals – und löst damit heftige Reaktionen aus. Gerade seinen Papi, Prinz Charles, sollen die Worte extrem getroffen haben.",entertainment,2021-05-22T11:54:36Z
