source,title,description
telebasel.ch,Daniel Bumann hört als Restauranttester auf - Telebasel,Der Restaurant-Tester Daniel Bumann testet keine Restaurants mehr: Nach 101 Folgen beendet der ehemalige Spitzenkoch sein Engagement für den TV-Sender 3+.
bluewin.ch,Die Hoffnungsträger des britischen Königshauses - bluewin.ch,Skandalfrei und bodenständig stehen Prinz William und seine Frau Herzogin Kate wie wenige Royals für den Wandel hin zur modernen Monarchie. Schenkt die Queen Herzogin Catherine zum 10. Hochzeitstag einen neuen Titel?
www.nau.ch,Michael Wendler: Geldsegen für gefallenen Schlagerstar - Nau.ch,Michael Wendler hat hohe Schulden und bekommt keine Arbeitsaufträge. Nun gibt es einen Lichtblick für den Schlagerstar.
blick.ch,Luca Hänni musste Christina Luft aus «Durch die Nacht» schneiden - BLICK,Aus einer spontanen Eingebung heraus liess Luca Hänni seine Freundin Christina Luft auf seiner neuen Single «Durch die Nacht» mitsingen. In der fertigen Fassung ist die Tänzerin allerdings nicht zu hören.
watson.ch,Bridgerton-Star Phoebe Dynevor ist verliebt! In Frauenheld Pete Davidson - watson,Der Mann heisst Pete Davidson. Und hat schon einige berühmte Ladys gedatet.
www.nau.ch,Meghan Markle: Trump-Sohn macht sich über sie und Harry lustig! - Nau.ch,Meghan Markle und Harry haben einen 25-Millionen-Deal mit Spotify abgeschlossen – ganz zum Unmut von Musikern. Jetzt gibt Donald Trumps Sohn seinen Senf dazu.
www.nau.ch,Willi Herren: Fans enttäuscht über seinen TV-Abschied - Nau.ch,Willi Herren wurde letzte Woche tot in seiner Wohnung aufgefunden. Am Montag verabschiedete «Sat.1» den Realitystar – die Fans fanden die Aktion enttäuschend.
blick.ch,Heidi Klum soll «GNTM»-Konkurrenz von ihrem Vater Günther bekommen - BLICK,Seit 16 Staffeln sucht Heidi Klum Nachwuchsmodels in ihrer Casting-Show «Germany's Next Topmodel». Nun soll diese Konkurrenz bekommen – ausgerechnet von ihrem Vater Günther.
20 minuten,Rankin für Relate - In dieser sinnlichen Kampagne dreht sich alles um Sex im Alter - 20 Minuten,Über Intimität im Alter wird selten gesprochen. Mit seiner neuen Werbekampagne will Heidi Klums Lieblingsfotograf das ändern. Dafür hat Rankin ältere Menschen in intimen Momenten abgelichtet.
20 minuten,ProSieben-Moderator Daniel Aminati hat sich mit Eva Fischer verlobt - 20 Minuten,"Der deutsche Moderator Daniel Aminati verrät mit einem Kniefall-Foto auf Instagram, dass er sich mit Freundin Patrice Eva Fischer verlobt hat."
www.gmx.ch,Farbenfrohes Kleid: Queen zeigt sich bei erstem Termin nach Trauerphase - GMX.ch,"Nach dem Ende der Trauerphase für Prinz Philip hat sich die Queen erstmals in der Öffentlichkeit gezeigt. Anstatt wie in den letzten Wochen in Schwarz, war die Monarchin bei dem Termin in ein buntes Kleid gehüllt."
www.rtl.de,„Kelly Family“-Star Barby Kelly (†45): Das passierte in den letzten Jahren vor ihrem Tod - RTL Online,Still und leise hat sich Barby Kelly († 45) verabschiedet. Die große Bühne war schon lange nicht mehr ihre Welt. Sie lebte bei Pflegeeltern.
tagesanzeiger.ch,Vormundschaftsstreit mit dem Vater - Britney Spears sagt vor Gericht aus - Tages-Anzeiger,Zum Zwist mit ihrem Vater hat sich der Popstar bisher nur selten geäussert. Nun tut sie das vor Gericht – auf eigenen Wunsch.
bluewin.ch,Patrick Dempsey zeigt erstmals sein Talent als Sänger - bluewin.ch,US-Schauspieler Patrick Dempsey wird erstmals vor der Kamera singen. Zu hören und sehen sein wird das Resultat in der Fortsetzung der Märchen-Komödie «Verwünscht».
blick.ch,Die Schweiz hat ihn: Max Vetter vom Baur au Lac ist weltbester Rezeptionist - BLICK,"Ein freundliches «Willkommen» reicht nicht, um zum besten Rezeptionisten der Welt gekürt zu werden. Was es dazu braucht, weiss einer ganz genau: Max Vetter (27) vom Zürcher Luxushotel Baur au Lac."
blick.ch,Prinz Harry geschockt vom frostigem Empfang bei seiner Familie - BLICK,Zwischen Prinz Harry und seiner Familie herrschte lange Zeit Funkstille. Bei der Beerdigung seines Grossvaters Prinz Philip trafen die Royals erstmals wieder aufeinander. Das Treffen soll alles andere als warmherzig verlaufen sein.
blick.ch,Pietro Lombardi zeigt sein neues Luxus-Heim - BLICK,Pietro Lombardi hat sein Traumhaus gefunden. Am Wochenende hat der Sänger die Schlüssel zu seiner neuen Villa bekommen. Und seine Fans mussten nicht lange auf eine Besichtigung warten.
bluewin.ch,Sogar von uns Schweizern klaut Hollywood unverfroren - bluewin.ch,"Da wird fröhlich geklaut: Hollywood erdreistet sich seit jeher, europäische Kassenschlager neu zu verfilmen. Der jüngst oscarprämierte Film «Der Rausch» scheint nun als Nächstes dran zu sein."
blick.ch,Wenn Charles König ist: Werden Harry und Meghan als Royals weggespart? - BLICK,"Herzogin Meghan und Prinz Harry arbeiten nicht mehr für die britische Königsfamilie. Ihre Titel tragen sie dennoch noch. Ist damit Schluss, wenn Prinz Charles auf dem Thron sitzt?"
20 minuten,"Natascha Kampusch - «Der plötzliche Verlust der Freiheit, damit bin ich gut vertraut» - 20 Minuten",Vor fünfzehn Jahren gelang Natascha Kampusch die Flucht vor ihrem Entführer. In einem Interview spricht die 33-Jährige über ihr Leben.
gmx.ch,Jan Josef Liefers: Habe mich für #allemalneschichtmachen angemeldet,"Mit einer Video-Aktion haben zahlreiche Schauspieler die Corona-Politik kritisiert und dafür Gegenwind erfahren. Bei einem Streitgespräch haben Jan Josef Liefers und Gesundheitsminister Jens Spahn nun ihre Standpunkte in der Debatte dargelegt.
Der Schauspieler will demnächst eine Schicht lang im medizinischen Bereich arbeiten."
gmx.ch,Queen Elizabeth II. zeigt sich bei erstem Termin nach Trauerphase,Nach dem Ende der Trauerphase für Prinz Philip hat sich die Queen erstmals in der Öffentlichkeit gezeigt. Doch die Zeit von Schwarz ist vorbei.
blick,Harry und Meghan fordern faire Verteilung der Corona-Impfstoffe,"In einem Statement fordern Prinz Harry und Herzogin Meghan, dass die Corona-Impfstoffe gerecht an alle Menschen verteilt werden."
telebasel,"Niemand will Prinz Andrew in ""The Crown"" spielen","Prinz Andrew ist in Grossbritannien unbeliebt: So unbeliebt, dass die Macher von «The Crown» Mühe haben seine Rolle zu besetzen."
20 minuten,"""Game of Thrones""-Star Emilia Clarke veröffentlicht feministischen Comic","Die britische «Game of Thrones»-Ikone hat eine dreiteilige Comic-Reihe angekündigt. «M.O.M.: Mother of Madness» handelt von Superheldin Maya, einer alleinerziehenden Mutter."
