source,title,description,category,publishedAt
Www.nau.ch,Daniela Katzenberger war wegen Brüsten beim Beauty-Doc,"Realitystar Daniela Katzenberger hat sich unters Messer gelegt. Grund: Der Busen soll wieder dorthin, wo er hingehört!",entertainment,2021-05-26T19:18:23Z
Www.nau.ch,Brad Pitt gewinnt gemeinsames Sorgerecht der Kinder,Der jahrelange Rosenkrieg nimmt ein Ende: Brad Pitt (57) soll laut mehreren Medienberichten das gemeinsame Sorgerecht der sechs Kinder erhalten haben.,entertainment,2021-05-26T18:03:43Z
Blick.ch,Danni Büchner wehrt sich gegen Körper-Kritik an Tochter Joelina Karabas,Joelina Karabas wollte ein liebevolles Bild mit ihrem Mami Danni Büchner teilen. Wegen ihrer Figur wird die Influencerin fies beleidigt. TV-Auswanderin Danni Büchner macht sich für ihre Tochter stark.,entertainment,2021-05-26T16:21:53Z
20 Minuten,«Du hörst das gar nie» - Kim Kardashians Tochter stellt auf Insta ihr Mami bloss,Im Rahmen von Superstar Olivia Rodrigos «Sour»-Album-Release schwärmt Kim Kardashian auf Instagram von der Sängerin. Tochter North steht Mamas Fandom aber kritisch gegenüber.,entertainment,2021-05-26T16:07:09Z
Blick.ch,Prinz William fordert Streichung von Diana im Netflix-Hit «The Crown»,"Prinz William soll besorgt darüber sein, wie seine Mutter Prinzessin Diana im Netflix-Hit «The Crown» dargestellt wird. Er fordert, sie aus der Serie zu streichen.",entertainment,2021-05-26T14:31:34Z
Www.vip.de,"Daniela Katzenberger: Familie feiert Iris Kleins 54. Geburtstag in der Schweiz - VIP.de, Star News","Endlich ist die Familie wieder vereint! Zu Iris Kleins 54. Geburtstag haben sich Daniela Katzenberger, Jenny Frankhauser und Co. in der Schweiz getroffen.",entertainment,2021-05-26T14:22:34Z
20 Minuten,«Ich gehe ehrlich damit um» - Kelly Osbourne dementiert Gerüchte um Schönheits-OP,"Die Tochter von Ozzy Osbourne ist aktuell kaum wiederzuerkennen. Nun stellt Kelly aber klar, dass ihr verändertes Gesicht nicht das Resultat einer Beauty-Operation ist.",entertainment,2021-05-26T14:07:55Z
BUNTE.de,Pete Doherty: Nicht mehr wiederzuerkennen: So sieht der Ex von Kate Moss heute aus - BUNTE.de,"Wer bei Pete Doherty nach wie vor an den hageren Typen in Lederkluft mit Hut und Zigarette im Mundwinkel denkt, der wird seinen Augen kaum trauen. Der einstige Skandalrocker hat sich ganz schön verändert.",entertainment,2021-05-26T12:52:18Z
Blick.ch,Rita Ora knutscht mit Taika Waititi und Tessa Thompson in Sydney,"Seit Anfang März wird gemunkelt, dass Sängerin Rita Ora und «Thor»-Regisseur Taika Waititi miteinander turteln. Nun wurden sie beim Schmusen gesehen – mit dabei war noch eine Dritte im Bunde: Schauspielerin Tessa Thompson.",entertainment,2021-05-26T12:36:47Z
BUNTE.de,Herzogin Kate: Mit dieser Frage hat sie nicht gerechnet - BUNTE.de,Herzogin Kate und Prinz William touren aktuell durch Schottland. Dabei kam es zu einem amüsanten Zwischenfall.,entertainment,2021-05-26T11:35:45Z
20 Minuten,«Umbrella Academy»-Star - Elliot Page zeigt sich nach OP erstmals oben ohne,Am Montag teilte Elliot Page ein Topless-Foto von sich auf Instagram. Der Schauspieler hat sich 2020 als trans Mann geoutet.,entertainment,2021-05-26T10:38:04Z
Www.nau.ch,Beatrice Egli: So abenteuerlich läuft ihr Matterhorn-Training,Schlagerstar Beatrice Egli wird zur Profi-Bergsteigerin. Sie bereitet sich intensiv auf den Matterhorn-Aufstieg vor und nimmt ihre Instagram-Fans dabei mit.,entertainment,2021-05-26T10:17:59Z
Schweizer-illustrierte.ch,Prinzessin Dianas Ex-Butler ist überzeugt: «Prinz Harry ist von Meghans Schönheit geblendet» - Schweizer Illustrierte,"Er setzt auf völlige Offenheit und macht sich damit nicht nur Freunde. Royal-Fans fragen sich, wie oft Prinz Harry noch gegen seine Familie schiessen will. Auch Prinzessin Dianas Ex-Butler macht sich Gedanken um den Sohn seiner früheren Chefin. Er glaubt, Har…",entertainment,2021-05-26T09:20:54Z
Blick.ch,Putzfrauen verklagen Kim Kardashian wegen Schwarzarbeit,Kim Kardashian soll mehrere Arbeitskräfte ausgenutzt und um ihre Arbeitsrechte gebracht haben. Nun wird der US-Star von seinen Ex-Mitarbeitern verklagt.,entertainment,2021-05-26T07:10:36Z
Bluewin.ch,Polizei sucht Marilyn Manson mit Haftbefehl,"Mehrere Frauen werfen Marilyn Manson Missbrauch vor. Jetzt gab die Polizei bekannt, dass gegen den Schockrocker im US-Bundesstaat New Hampshire ein Haftbefehl wegen einer Spuckattacke auf eine Kamerafrau vorliegt.",entertainment,2021-05-26T06:37:00Z
Blick.ch,Der Holländer Wouter Hardy: Der Mann hinter dem Erfolg von Gion's Tears,"Gjon's Tears sang im Vorfeld mehrere Lieder für den ESC ein. Ein Zuschauer- und Expertengremium entschied schliesslich für Wouter Hardys «Tout l'univers». Der holländische Composer und Produzent weiss, wie es geht: Aus seiner Feder stammte schon der Siegerson…",entertainment,2021-05-25T23:40:05Z
Www.nau.ch,TV-Millionäre: So gross ist das Vermögen der Geissens wirklich,Seit zehn Jahren zeigen die Geissens ihr dekadentes Leben im TV. Robert Geiss kam durch den Verkauf seines Unternehmens bereits früh zu Reichtum.,entertainment,2021-05-25T18:16:56Z
OK! Magazin,"""Bachelor""-Mimi Gwozdz: ""Bachelorette""-Abfuhr! - OK! Magazin","Mimi Gwozdz, 25, muss sich von ihrem ""Bachelorette""-Traum verabschieden. Welche Junggesellin stattdessen in der RTL-Show nach der großen Liebe suchen wird, erfährst du hier.",entertainment,2021-05-25T18:02:06Z
Schweizer-illustrierte.ch,Luca Hänni und Christina Luft tanzen bei «Let's Dance» - Schweizer Illustrierte,"Gute News für Fännis und «Let's Dance»-Begeisterte. Am 4. Juni tanzen Luca Hänni und seine Christina Luft zum ersten Mal als Liebespaar in der TV-Show, in der sie sich kennengelernt und ineinander verliebt haben.",entertainment,2021-05-25T14:55:50Z
20 Minuten,Emma Stone - Ihre Tochter trägt einen ganz besonderen Mittelnamen,"Schauspielerin Emma Stone wurde im März zum ersten Mal Mutter. Jetzt ist endlich klar, wie die Kleine heisst.",entertainment,2021-05-25T14:43:38Z
20 Minuten,"""Charlie bit my finger","Fast 900 Millionen Mal wurde das Video bereits angeklickt, nun wurde der NFT für 680’000 Franken versteigert. Damit dürften die Tage des Clips auf Youtube gezählt sein.",entertainment,2021-05-26T19:40:03Z
20 Minuten,"Vorwürfe ""nicht sexueller Natur""",Während eines Konzerts spuckt Marilyn Manson in eine Kamera. Die Behörden sehen eine Körperverletzung der Kamerafrau vorliegen und suchen nach dem umstrittenen Rockstar.,entertainment,2021-05-26T06:06:17Z
OK! Magazin,"""Bachelorette""-Abfuhr!","Mimi Gwozdz muss sich von ihrem ""Bachelorette""-Traum verabschieden. Welche Junggesellin stattdessen in der RTL-Show nach der großen Liebe suchen wird, erfährst du hier.",entertainment,2021-05-25T18:02:06Z
20 Minuten,Ménage à trois? : Rita Ora kuschelt mit Taika Waititi und Tessa Thompson,"Seit Wochen kursieren Gerüchte, der «Thor»-Regisseur und die britische Sängerin wären ein Paar. Nun wurden die beiden vertraut in Sydney gesichtet – allerdings nicht alleine.",entertainment,2021-05-25T17:39:04Z
20 Minuten,"«The Crown» : Prinz William fordert, Szenen von Diana zu streichen",Seit Beginn sorgt die Drama-Serie über das Leben der britischen Royals für Unmut. Prinz William ist vor allem über die Darstellung seiner Mutter «not amused».,entertainment,2021-05-25T16:16:44Z
