source,title,description,category,publishedAt
Watson.ch,Threema hat bald 10 Millionen User: Darum boomt die WhatsApp-Alternative,Threema ist im Aufwind. Die Diskussion um den Datenschutz und die Nutzungsbedingungen von WhatsApp bescheren dem Schweizer Messenger seit Monaten einen Fluss …,business,2021-05-31T17:48:00Z
Aerotelegraph.com,Letzte Dash 8 ausgeflottet: Schluss mit Propeller bei Austrian Airlines,Die österreichische Fluglinie hat ihr letztes Propellerflugzeug verabschiedet. Einen neuen Besitzer für die Dash 8 hat Austrian Airlines schon.,business,2021-05-31T17:13:00Z
20 Minuten,Weniger tierische Produkte essen - Die Migros verkauft jetzt mit Vegi-Produkten gestrecktes Fleisch,"Fleisch-Klassiker wie Würste, Gehacktes und Burger gibts bei der Detailhändlerin neu gespickt mit Rüebli, Tomaten, Champignons oder Erbsenproteinen. So soll der Fleischkonsum reduziert werden.",business,2021-05-31T10:15:38Z
Www.nzz.ch,Credit Suisse hat einen neuen Problemfonds - Neue Zürcher Zeitung,"NZZ Nachrichten, Hintergründe, Meinungen aus der Schweiz, International, Sport, Digital, Wirtschaft, Auto & mehr. Fundierte Berichterstattung rund um die Uhr.",business,2021-05-31T07:15:42Z
Watson.ch,Apple und Chinas iCloud. Es fehlt die volle Ende-zu-Ende-Verschlüsselung,Wie sicher sind die in chinesischen Rechenzentren gespeicherten iCloud-Daten? Apple versucht zu beschwichtigen – und könnte so viel mehr tun.,business,2021-05-31T03:37:00Z
Tagesanzeiger.ch,Zusatzleistungen für Spitzenverdiener – Roche-Chef bekommt 43'000 Franken für private Steuerberatung,"Weil Konzerne wollen, dass Topmanager ihre Zeit nicht mit der Steuererklärung verbringen, übernehmen sie dafür die Kosten. Bei Roche-Chef Severin Schwan sind sie in die Höhe geschnellt.",business,2021-05-31T02:43:25Z
Cointelegraph,Frischer Aufwind – Cardano mausert sich am Wochenende zum „Marktführer“,Gestützt auf starke Fundamentaldaten kann sich die Cardano-Kryptowährung ADA wieder deutlich nach oben schrauben.,business,2021-05-30T17:00:53Z
Blick.ch,Airbus-Manager John Leahy über das Ende des A380,"Einst Hoffnungsträger, jetzt Auslaufmodell: Das Ende des Superjumbos A380 naht. Nun rechnet auch Ex-Airbus-Manager John Leahy mit «seinem» Jet ab und erklärt die Fehler.",business,2021-05-30T10:56:16Z
20 Minuten,Super-Fast-Fashion - Der chinesische Modehändler Shein macht Zalando & Co. Konkurrenz,Der Fast-Fashion-Anbieter Shein wird in Europa und der Schweiz immer beliebter. Jetzt will das Unternehmen an die Börse.,business,2021-05-30T08:32:50Z
BLICK,Bugatti La Voiture Noir: Irres Einzelstück für 13 Mio. Franken,Vor zwei Jahren wurde am Genfer Autosalon der vielleicht teuerste Neuwagen aller Zeiten enthüllt – als Fake. Doch jetzt ist der 1500 PS starke Bugatti La Voiture Noir wirklich fertiggestellt. Bleibt nur noch die Frage nach dem glücklichen Besitzer.,business,2021-05-31T09:15:51Z
20 Minuten,Twitter Blue : Twitter-Abo soll 3 Franken pro Monat kosten,Lange wurde über ein Bezahl-Abo für den Kurznachrichtendienst gemunkelt. Nun steht der Launch von Twitter Blue offenbar kurz bevor. Das Abo soll drei Franken monatlich kosten.,business,2021-05-29T19:15:57Z
BLICK,Messengerdienste: Threema knackt dank Whatsapp die Zehn-Millionen-Marke,Der Schweizer Messenger-Dienst profitiert vom Ärger über die neuen Nutzungsregeln bei Konkurrent WhatsApp – und gewinnt neue Kunden.,business,2021-05-29T16:45:34Z
BLICK,Rolls-Royce Boat Tail: Picknick-Mobil für 25 Millionen Franken,Der nur drei Mal gebaute Rolls-Royce Boat Tail ist seinen drei bereits fest stehenden Besitzern je 25 Millionen Franken wert. Das Picknick-Mobil ist damit der wohl teuerste Neuwagen aller Zeiten.,business,2021-05-29T15:50:26Z
BLICK,Das Ende des Airbus A380 - Branche rechnet mit dem Superjumbo ab,Was für eine Schelte von Qatar-Airways-Chef Akbar Al Baker! Seine Airline wird das grösste Flugzeug der Welt wohl nie mehr einsetzen. Der Trend in der Branche ist seit Monaten klar: Das Ende des Superjumbos naht.,business,2021-05-29T09:07:37Z
aeroTELEGRAPH,Boeing gerät beim Dreamliner erneut ins Stocken,Nach monatelanger Pause hatte Boeing die Auslieferungen der 787 erst im März wieder aufgenommen. Nun gibt es erneut eine Pause.,business,2021-05-28T14:23:00Z
BLICK,Schalter machen dicht: Grösste Schweizer Kantonalbank schliesst Fillialen,Das Schaltersterben in der Schweiz geht weiter. Die Zürcher Kantonalbank schliesst weitere fünf Filialen. Sie macht ein verändertes Kundenverhalten geltend.,business,2021-05-28T13:06:04Z
BLICK,Zuger Quantum Holding bleibt bei Kaufangebot für Lamborghini,Die Zuger Quantum Holding lässt sich bei ihrem Angebot für die Sportwagenmarke Lamborghini von der Abfuhr durch den Volkswagen-Konzern nicht entmutigen und legt nach.,business,2021-05-28T10:29:04Z
20 Minuten,Der SUV von Smart soll sexy und cool werden,Aus dem winzigen Zweiplätzer soll bald ein kompakter SUV mit 4 Metern Länge werden. Der Elektroantrieb bleibt erhalten.,business,2021-05-28T09:00:00Z
