source,title,description
aargauerzeitung.ch,Weissensteintunnel - Spezielles Gerichtsurteil: Baukonzern Implenia verliert 66 Millionen Franken wegen eines Rechenfehlers | Aargauer Zeitung - Aargauer Zeitung,Die Bahngesellschaft BLS lässt den Weissensteintunnel sanieren und hat den Bauauftrag an Implenia erteilt. Doch nun erstreitet sich ein österreichischer Konzern den Zuschlag vor Gericht.
www.nzz.ch,"Swiss Steel, Brexit, Samsung - Neue Zürcher Zeitung","NZZ Nachrichten, Hintergründe, Meinungen aus der Schweiz, International, Sport, Digital, Wirtschaft, Auto & mehr. Fundierte Berichterstattung rund um die Uhr."
bluewin.ch,Schweizer Nationalbank ruft alte Banknoten zurück - bluewin.ch,Die Schweizerische Nationalbank hat einen Rückruf für die Geldscheine der achten Banknotenserie gestartet.
blick.ch,Neuer CS-Präsident: Diese 5 Baustellen muss António Horta-Osório anpacken - BLICK,"Am Freitag, dem 30. April, küren die Aktionärinnen und Aktionäre der Credit Suisse einen neuen Präsidenten. António Horta-Osório übernimmt von Urs Rohner. Auf den Portugiesen wartet ein Haufen Arbeit."
20 minuten,Coronavirus – Novartis will 50 Millionen Dosen Corona-Impfstoff herstellen - 20 Minuten,"Der Pharmariese Novartis produziert für den Impfstoffhersteller Curevac. Im Gegensatz zu Lonza hat Novartis keine Probleme, qualifiziertes Personal zu finden."
insideparadeplatz.ch,US-Senator bedrängt CS-Gottstein - Inside Paradeplatz,Hoher Politiker schreibt Brief an mächtiges Department of Justice und an Schweizer CEO. Hat CS gegen Schwarzgeld-Deal verstossen?
bluewin.ch,Gericht bestätigt Manipulation von Stimmzetteln - bluewin.ch,"Damien Piller stand im Verdacht, sich mit Firmengeld bereichert zu haben. Er sollte deshalb bei einer Vertrauensabstimmung abgewählt werden. Der einflussreiche Migros-Regionalpräsident verhinderte dies mit unlauteren Mitteln."
20 minuten,Nach Moderna-Rüffel - Nestlé-Mitarbeiter sollen bei Lonza für Impfstoff-Produktion einspringen - 20 Minuten,"Weil es Lonza an qualifizierten Personal für die Impfstoffproduktion mangelt, kontaktiert der Pharmakonzern andere grosse Firmen in der Schweiz. Dem Bund kommt dabei eine tragende Rolle zu."
finews.ch,UBS: Ralph Hamers startet den Stellenabbau - finews.ch,"Die weitere Digitalisierung der UBS wird in den kommenden Monaten wohl Tausende von Stellen kosten. Die Zurückhhaltung, die sich die UBS während der Corona-Pandemie auferlegt hatte, ist unter dem neuen CEO Ralph Hamers nun vorbei."
www.nzz.ch,Der Tesla-Gigafabrik in Grünheide bei Berlin droht Verzögerung - Neue Zürcher Zeitung,Der Tesla-Chef Elon Musk zieht derzeit im deutschen Grünheide in Rekordzeit eine Gigafactory hoch. Doch nun hat der Elektroautohersteller das Projekt erneut geändert. Das hat Folgen für den Starttermin.
watson.ch,Auch Spotify kündigt Bezahl-Modell für Podcasts an - watson,Wenige Tage nach Apple hat auch der Musikstreaming-Marktführer Spotify ein Abo-Modell für Podcasts vorgestellt. Dabei kündigte Spotify am Dienstag …
blick.ch,Aldi Suisse ruft Gasgrill wegen Brandgefahr zurück - BLICK,Aldi Suisse ruft den Gasgrill «Boston Pro 3 R Turbo» mit nicht-konformen Druckreglern zurück. Als Grund wird Brandgefahr angegeben.
finanzen.ch,Cash-Alternative : Tesla verkauft Bitcoins: Musk-Tweet sorgt für Wirbel in Krypto-Community - finanzen.ch,"Dass Tesla einen Teil seiner Bitcoins liquidiert hat, kam am Kryptomarkt zunächst nicht gut an. Ein Erklärungsversuch von Elon Musk schürte unterdessen erneut Spekulationen."
20 minuten,"Analoger Messenger - Enkel baut Oma (96) Apparat, damit sie Telegram nutzen kann - 20 Minuten","Damit die 96-jährige Felisa Romano Martin mit ihren Enkelkindern einfach chatten kann, hat ein Spanier eine geniale Maschine gebaut: das Yayagram. Auf Twitter erhält er viel Lob dafür."
finews.ch,UBS-Chefjuristin Barbara Levi: Aktenzeichen ungelöst - finews.ch,Die neue General Counsel der UBS Barbara Levi lässt beim Minenkonzern Rio Tinto prominente Rechtsstreitigkeiten zurück – und übernimmt bei der Grossbank nicht minder heikle Fälle.
auto-motor-und-sport.de,Lotus mit 4 neuen Plattformen: Emira letzter Lotus mit Verbrenner - auto motor und sport,"Lotus sieht die Zukunft in batterieelektrischen Autos. Deshalb wird der Emira, der im Sommer vorgestellt wird, der letzte Sportwagen mit einem Verbrennungsmotor aus Hethel sein. Bis 2028 will Lotus ein klimaneutraler Konzern werden."
20 minuten,Mit Gratis-Software - So erbeutete eine Cyber-Gang in fünf Tagen mehr als 250’000 Franken - 20 Minuten,"In ein Netzwerk eindringen, Dateien verschlüsseln und Lösegeld fordern: So ist das Vorgehen der Ransomware-Gangs. Eine Analyse zeigt nun, wie lukrativ das für die Cyberkriminellen ist."
20 minuten,Kokosnuss- statt Kuhmilch - Deutsche Vegan-Glace will den Schweizer Markt erobern - 20 Minuten,Das Jungunternehmen Nomoo aus Köln will die Nummer eins für pflanzliche Glace werden und verkauft seine Produkte neu bei Alnatura und Globus. Schweizer Hersteller schauen der Konkurrenz gelassen entgegen.
finews.ch,UBS holt Mike Dargan in die Konzernleitung - finews.ch,"Die UBS hat künftig keinen COO mehr in der Konzernleitung, dafür mit Mike Dargan einen CDIO. Eine weitere Änderung: Markus Diethelm tritt als General Counsel zurück."
tagesanzeiger.ch,"Chefjurist verlässt UBS - Markus Diethelm räumte nach zahllosen Skandalen auf, jetzt geht er - Tages-Anzeiger","Er sparte der Grossbank viel Geld mit Vergleichen, jetzt hat der UBS-Rechtschef seinen Rückzug angekündigt. Die Hintergründe."
20 minuten,Rückruf : Achtung! Bei diesem Gasgrill besteht Brandgefahr,"Aldi Suisse hat einen Gasgrill mit einem ausländischen, nicht-konformen Druckregler verkauft. Nun hat der Detailhändler den Grill wegen Brandgefahr zurückgerufen."
finews.ch,UBS-Chefjuristin Barbara Levi: Aktenzeichen ungelöst,Die designierte UBS-Chefjuristin Barbara Levi lässt beim Minenkonzern Rio Tinto einige prominente Rechtsstreitigkeiten zurück – und übernimmt nun bei der Grossbank nicht minder heikle Fälle.
auto motor und sport,"Lotus wird vollelektrisch, Emira letzter Verbrenner",Lotus sieht die Zukunft in batterieelektrischen Sportwagen und Lifestyle-Autos. Der Emira wird der letzte Sportwagen mit Verbrennungsmotor aus Hethel sein.
auto motor und sport,BMW iM2: Elektro-M2 mit über 1.300 PS!?,Zum 50.Geburtstag der M GmbH 2022 legt BMW mit dem iM2 ein elektrisches Coupé auf. Das berichtet das britische Car Magazine.
inside paradeplatz,Rechtschef der UBS: Ab durch Hintertür,Markus Diethelm geht nach 13 Jahren von Bord. Der Oberjurist war entscheidend für den Gang der UBS vor ein Pariser Schwarzgeld-Gericht.
inside paradeplatz,UBS-Hamers verliert Schlacht gegen Iqbal Khan,"CEO wollte Big Bang, jetzt nur Kosmetik, da VR auf Khan setzt. Dessen Private Banking boomt, dafür verspielt Trading 800 Archegos-Millionen."
20 minuten,Erstes Quartal : UBS steigert Gewinn trotz Belastung aus Hedgefonds-Pleite,Die Grossbank hat die Zahlen für die ersten drei Monate des Geschäftsjahres vorgelegt.
