source,title,description,category,publishedAt
Www.srf.ch,Überwachung von Metadaten – Threema muss Behörden keine Daten bereitstellen,Der Schweizer Messenger-Dienst siegt gegenüber den Strafverfolgungsbehörden vor Bundesgericht.,business,2021-05-18T18:20:00Z
Www.nau.ch,Bill Gates: Ändert Ex-Frau Melinda nun das Erbe seiner Kids?,"Melinda Gates hat Nachlassverwalter zu ihrem Scheidungsteam hinzugefügt. Das deutet darauf hin, dass die Ex von Bill Gates das Erbe der Kinder erhöhen möchte.",business,2021-05-18T17:09:33Z
Btc-echo.de,229 BTC: MicroStrategy kauft den Bitcoin-Dip,"MicroStrategy hat den Dip gekauft. Obwohl der Posten vergleichsweise gering war, entfaltet er große Signalwirkung.",business,2021-05-18T13:27:00Z
Blick.ch,Credit Suisse verpflichtet in Indien 1000 IT-Spezialisten,Die Credit Suisse will dieses Jahr 1000 indische IT-Fachleute anstellen. Indien soll zum Zentrum für technologische Innovation innerhalb der Bankengruppe werden.,business,2021-05-18T09:55:12Z
Onvista.de,Tesla: „Big Short“-Investor Michael Burry wettet mit einer halben Milliarde Dollar gegen den Elektroautobauer - onvista,"Michael Burry ist ein US-amerikanischer Investor, der den meisten vor allem wegen seiner berühmten Wette auf das Platzen der Immobilienblase in den USA im Jahr 2008 bekannt sein dürfte. Mit seinen Spekulationen gegen die Subprime-Hypotheken hat ... Informatio…",business,2021-05-18T08:54:00Z
20 Minuten,Bitcoin in der Kritik - Grüne Kryptowährungen aus der Schweiz überflügeln Bitcoin,Der Bitcoin-Kurs ist in einer Woche um fast 18 Prozent eingebrochen. Doch nicht alle Kryptowährungen stürzen ab: Einige aus der Schweiz laufen gerade deutlich besser als Bitcoin.,business,2021-05-18T07:51:08Z
Telebasel.ch,Acht Schweizer unter den 500 reichsten Menschen,Zu den 500 reichsten Menschen der Welt gehören acht Schweizer. Das zeigt der «Bloomberg Billionaires Index». An der Spitze der Liste ist Amazon-Chef Jeff Bezos.,business,2021-05-18T05:36:38Z
Watson.ch,#getyourdata: Was ein Datenauskunftsbegehren alles verrät,"Mit Datenauskunftsbegehren kann man herausfinden, wer was über uns weiss. Möglich macht es das Datenschutzgesetz und ein neuer Online-Generator.",business,2021-05-18T05:02:00Z
Aerotelegraph.com,"United baut Angebot ab Frankfurt, München und Zürich wieder aus",Mit der allmählichen Wiederbelebung des Luftverkehrs baut die amerikanische Fluggesellschaft ihr Transatlantikangebot wieder aus. So nimmt United Airlines im Juni die Flüge von München nach San Francisco wieder auf (3 Mal pro Woche). Außerdem finden die Flüge…,business,2021-05-18T04:52:08Z
Watson.ch,Apple schlägt Spotify und bringt Mehrkanal-Songs (ohne Extrakosten),Apple bessert seinen Musikdienst Apple Music im Wettbewerb mit dem Streaming-Marktführer Spotify mit Mehrkanal-Songs und Titeln in besserer Tonqualität auf. …,business,2021-05-18T04:46:00Z
