source,title,description,category,publishedAt
Watson.ch,China zieht gegen Bitcoin-Mining ins Feld: Kryptowährungen unter Druck,"Der Handel mit Bitcoin und Co. bleibt turbulent: Am Freitag ist es erneut zu einem Kurseinbruch gekommen, nachdem China ein hartes Vorgehen gegen die Erzeugung …",business,2021-05-21T17:24:00Z
Telebasel.ch,Dicke Luft wegen Bonuspolitik bei Roche,"TV, Web und App - 24 Stunden täglich, was die Region bewegt.",business,2021-05-21T16:58:41Z
Tagesanzeiger.ch,Börsengang von Oatly-Hafermilch - Die zufällige Entdeckung ist jetzt 12 Milliarden wert,"Der schwedische Pflanzendrink-Hersteller wird an der Börse mit sagenhaften zwölf Milliarden Dollar bewertet. Ein Boom, der nicht nur die Fantasie von Anlegern beflügelt.",business,2021-05-21T11:45:19Z
Finanzen.ch,Umwelt im Blick : Das sagt Tesla-Grossaktionär ARK Invest zu Musks Bitcoin-Rückzieher - finanzen.ch,"Tesla-Chef Elon Musk hat in den vergangenen Monaten für kräftigen Wirbel an den Kryptomärkten gesorgt. Dass er beim Thema Bitcoin-Zahlungen für Tesla-Fahrzeuge kürzlich aus Umweltgründen einen Rückzieher gemacht hat, kam am Markt alles andere als gut an. Auch…",business,2021-05-21T10:07:00Z
Tagesanzeiger.ch,Milliardengewinne dank Corona-Impfung – Pharmafirmen brechen alle Rekorde – und dürften Preise noch erhöhen,"Sie versprachen geringe Profite, doch die Covid-Vakzine bringen den Herstellern Milliarden ein. «Die Konzerne wollen so viel verdienen, wie es der Markt zulässt», sagen Analysten.",business,2021-05-21T09:48:38Z
Aerotelegraph.com,Condor nimmt neuen Anlauf zur Flottenerneuerung / Condor will eine Milliarde in Flottenerneuerung stecken,Mit Mehrheitseigentümer Attestor will der Ferienflieger für eine Milliarde endlich seine Langstreckenflotte modernisieren. Die Chancen für Schnäppchen von Condor stehen gut.,business,2021-05-21T09:32:00Z
20 Minuten,Opel Manta GSe Elektromod - Der Elektro-Manta kommt mit virtuellem Kühlergrill,"Restomods, also klassische Autos gekreuzt mit moderner Technik, sind gerade der letzte Schrei. Opel hat nun dem Ur-Manta einen Elektroantrieb und ein aktuelles Design verpasst.",business,2021-05-21T09:00:00Z
Watson.ch,Peter Spuhler steigt bei Swiss Steel ein,Beim Stahlhersteller Swiss Steel kommt es zu einer Änderung in der Aktionärsstruktur. Die BigPoint Holding AG von Grossaktionär Martin Haefner trennt sich …,business,2021-05-21T06:26:39Z
Blick.ch,Erben des verstorbenen Heinz Hermann Thiele verkaufen Lufthansa-Aktien,"Die Erben des vor drei Monaten verstorbenen Milliardärs Heinz Hermann Thiele haben sich von mehr als der Hälfte ihrer Lufthansa-Aktien getrennt. Es wurden 33 Millionen Aktien der deutschen Airline verkauft, wie die KB Holding am Donnerstagabend mitteilte.",business,2021-05-21T06:25:50Z
20 Minuten,Mit 10 Milliarden Dollar bewertet - Credit Suisse bringt Haferdrink-Hersteller Oatly an die Börse,Das vegane Lebensmittelunternehmen Oatly ist mit der Credit Suisse an die Börse gegangen. Dabei wurde der Haferdrink-Hersteller mit zehn Milliarden Dollar bewertet.,business,2021-05-21T05:45:30Z
Insideparadeplatz.ch,KMU laufen Sturm gegen neue Debitkarten - Inside Paradeplatz,"Blick zeigt auf, wie Gebühren für Shops x-fach höher sind als mit alter Maestro. Boni-Party am Paradeplatz, verhungernde Kleine.",business,2021-05-21T05:26:28Z
