source,title,description,category,publishedAt
Blick.ch,Formel 3: Kollision von David Schumacher und Enzo Fittipaldi in Barcelona,Schumacher vs. Fittipaldi – das klingt nach einem heissen Renn-Duell. Und tatsächlich liefern sich die Legenden-Söhne einen hitzigen Kampf.,sport,2021-05-08T17:08:49Z
Blick.ch,Super League: FC Lugano - FC Vaduz (08.05.2021),Vaduz holt im Cornaredo drei Punkte und erhöht damit den Druck auf den Tabellenletzten Sion. Für das Highlight des Spiels sorgt Tunahan Cicek mit einem traumhaften Volleytor.,sport,2021-05-08T16:08:50Z
Aargauerzeitung.ch,Matchbericht - Rückschlag im Kampf um die Barrage: FC Aarau kassiert beim FC Schaffhausen bittere Niederlage,"Der FC Aarau fährt vier Runden vor Schluss eine äusserst schmerzhafte Auswärtsniederlage ein. Gegen den FC Schaffhausen verlieren die Aarauer nach einem irren Schlagabtausch mit 2:3. Um den Barrage-Platz nun noch erreichen zu können, bräuchte der FCA ein klei…",sport,2021-05-08T15:45:00Z
Www.srf.ch,Round-up Bundesliga – Dortmund macht Bayern zum Meister – dieses antwortet mit 6:0-Gala,Leipzig unterliegt in Dortmund 2:3 und kann Bayern München nicht mehr aufholen. Diese bezwingen Gladbach deutlich.,sport,2021-05-08T15:29:00Z
Blick.ch,"Hochsprung: Loïc Gasch springt mit 2,33 m neuen Schweizer Rekord","Der Schweizer Hochspringer Loïc Gasch glänzt in Lausanne mit 2,33 m und qualifiziert sich für Olympia.",sport,2021-05-08T15:16:35Z
Blick.ch,Super League: Giorgio Contini muss Ende Saison bei Lausanne gehen!,"Er führte Lausanne zurück in die Super League, nun läuft die Zeit von Giorgio Contini (47) im Waadtland ab.",sport,2021-05-08T14:46:13Z
20 Minuten,Formel-Qualifying im Ticker - Hamilton gegen Verstappen – wer holt sich in Portugal die Pole-Position?,Im vierten Formel-Rennen der Saison geht das Duell zwischen Lewis Hamilton und Max Verstappen in die nächste Runde. Der Brite will seine 100. Karriere-Pole.,sport,2021-05-08T12:53:25Z
Blick.ch,Rad: Crash-Streit zwischen Fabio Jakobsen und Dylan Groenewegen eskaliert,Von wegen Versöhnung. Rempel-Opfer Fabio Jakobsen ist irrititiert über Rad-Rüpel Dylan Groenewegen – und droht nun mit dem Anwalt.,sport,2021-05-08T12:31:26Z
Mtb-news.de,XC World Cup 2021 – Albstadt: Ergebnisse und Rennberichte U23/Junioren - MTB-News.de,"Der heutige Samstag steht ganz im Zeichen des Nachwuchses. Am Vormittag gehen die Juniorinnen und Junioren auf die Strecke im Bullentäle, während am Nachmittag die U23-Klassen am Start stehen. Hier gibt es alle Rennberichte sowie die Ergebnisse.",sport,2021-05-08T12:25:39Z
Luzernerzeitung.ch,FC Luzern: So wird David Zibung von den Fans verabschiedet - Luzerner Zeitung,Nach über 500 Spielen für den FC Luzern tritt Goalie David Zibung zum Ende der Saison zurück. Die Fans würdigten ihr Urgestein: «Dave» blieb während seiner Profikarriere dem FCL immer treu – und Zibung ist überwältigt von der Überraschung.,sport,2021-05-08T12:13:34Z
Speedweek.com,Armpump-Probleme in der MotoGP? Die VR46-Analyse,MotoGP-WM-Leader Pecco Bagnaia meinte nach dem Jerez-GP: «Keiner aus der VR46 Riders Academy leidet unter Armpump». Luca Marini kennt das Problem aber sehr wohl aus der Vergangenheit.,sport,2021-05-08T11:55:03Z
20 Minuten,"Top-Clubs geben nicht auf - Streit um Superliga eskaliert – Real, Juve und Barça wehren sich gegen Uefa","Real Madrid, der FC Barcelona und Juventus Turin reagieren auf die Drohungen der Uefa und wollen im Streit um die Superliga nicht klein beigeben.",sport,2021-05-08T11:20:00Z
Blick.ch,Am Tag als Villeneuve starb – 100. Pole für Sir Lewis?,"Der letzte Galopp über 60 Minuten vor der Qualifikation um 15 Uhr. Die Frage bleibt: Kann Hamilton mit Mercedes-Power seine 100. Pole erobern? An einem Tag, der längst in die Grand Prix-Geschichte eingegangen ist: Am 8. Mai 1982 starb in Zolder Gilles Villene…",sport,2021-05-08T11:13:17Z
Www.srf.ch,Kaderreduktion vor der WM – Fischer trennt sich von einem Sextett,"Nationaltrainer Patrick Fischer hat entschieden, dass sechs Spieler nicht an die Eishockey-WM reisen werden.",sport,2021-05-08T10:25:00Z
Blick.ch,Champions League: Engländer wollen den Final zuhause austragen,"Da die Türkei auf die britische Quarantäne-Liste gelandet ist, fordern Fans und Politiker, den Champions-League-Final in England spielen zu dürfen.",sport,2021-05-08T09:38:51Z
Bluewin.ch,Die Tränen von Captain Diaz in der Stunde des Triumphs und des seltsamen Abschieds,"Vier grosse Finals hat er verloren. Jetzt hat es Raphael Diaz endlich geschafft. Mit seinem EVZ. Dass dieser ab sofort nicht mehr sein EVZ ist, macht es noch emotionaler.",sport,2021-05-08T09:35:28Z
Www.srf.ch,Pokalübergabe des Meisters - Freudentaumel trotz Corona: 5000 feierten den EVZ-Sieg in Zug,Das Fest verlief friedlich. Die Zuger Polizei liess die Fans gewähren: «Ein Eingreifen wäre unverhältnismässig gewesen.»,sport,2021-05-08T08:28:00Z
