source,title,description,category,publishedAt
Blick.ch,Leichtathletik: Mujinga Kambundji in Ostrava auf dem Podest,"Erster Härtetest, erster Teilerfolg! Mujinga Kambundji läuft auf den letzten Metern ihrer Rivalin Dafne Schippers davon und sprintet in Ostrava aufs Podest über 200 m.",sport,2021-05-19T18:01:55Z
Blick.ch,Fussball: Ex-Weltmeister Sami Khedira beendet Fussball-Karriere,Sami Khedira wird am Ende dieser Saison seine Fussballschuhe an den Nagel hängen. Der 34-Jährige wurde 2014 mit Deutschland Weltmeister und lief unter anderem für Real Madrid und Juventus auf.,sport,2021-05-19T17:24:18Z
Tagesanzeiger.ch,Tennis-Märchen in Genf - Stricker tanzt auch im Regen – Viertelfinal gegen Federer-Bezwinger,Nach Marin Cilic schlägt der 18-jährige Berner mit Marton Fucsovics einen zweiten Top-50-Spieler. Nun wartet der Spanier Pablo Andujar.,sport,2021-05-19T17:16:24Z
Www.srf.ch,Per Ende Mai – Fifa-Affäre: Ausserordentlicher Bundesanwalt legt Mandat nieder,"Vor zwei Wochen war er in den Ausstand gesetzt worden, nun hat Stefan Keller seinen Rücktritt bekannt gegeben.",sport,2021-05-19T17:16:00Z
Bluewin.ch,Petkovic gibt provisorisches EM-Aufgebot bekannt – Itten und Ajeti nicht dabei,Das provisorische EM-Kader der Schweizer Nati steht. Vladimir Petkovic sorgt einzig bei den Stürmern für kleine Überraschungen.,sport,2021-05-19T15:44:33Z
Www.srf.ch,1. Profisieg des Zürchers – Grosser Coup beim Giro: Mauro Schmid gewinnt die 11. Etappe,Der Schweizer Mauro Schmid holt auf der 11. Giro-Etappe überraschend seinen 1. Sieg auf Profi-Stufe.,sport,2021-05-19T15:28:00Z
Blick.ch,Lausanne stellt Trainer Craig MacTavish vor die Tür,Schon vor den Playoffs hatte Lausanne einen Trainerwechsel in Betracht gezogen. Jetzt ist die Zeit von Craig MacTavish abgelaufen.,sport,2021-05-19T14:42:21Z
Motorsport-total.com,Zu viel Prozession: Lewis Hamilton wünscht sich Veränderung für Monaco,"Zwar ist Lewis Hamilton ein gro&szlig;er Fan der Strecke in Monaco, f&uuml;r das Rennen erwartet er jedoch nicht viel Action - Das soll sich &auml;ndern",sport,2021-05-19T14:06:45Z
Motorsport-total.com,"Formel-1-Liveticker: Hamilton: Red Bull ""sehr schwer zu schlagen""","Aktuell im Formel-1-Liveticker: +++ Mercedes noch immer vor Honda? +++ Medientag in Monaco +++ Schumacher am Wochenende ""ein bisschen vorsichtiger"" +++",sport,2021-05-19T12:11:35Z
Blick.ch,Ski: Nach dem Weltcup-Chaos hat die Lenzerheide eine neue OK-Präsidentin,Luana Bergamin wird neue OK-Präsidentin des Ski-Weltcups in Lenzerheide. Peter Engler tritt nach dem chaotischen Weltcup-Final im März zurück.,sport,2021-05-19T11:08:15Z
Www.srf.ch,News aus der National League – Lugano bindet Ex-NHL-Spieler Mirco Müller langfristig,Hier finden Sie die wichtigsten Kurzmeldungen des Tages aus dem Schweizer Eishockey-Geschehen.,sport,2021-05-19T10:09:00Z
Blick.ch,Fetter Köder für den Aufstieg: Diese Prämie kassieren die GC-Kicker,Die Konfetti-Kanone steht im Letzigrund bereit: Für den Fall des Aufstiegs winken den GC-Kickern auch fette Prämien. Blick erfuhr: Bis zu 20'000 Franken können die Spieler garnieren.,sport,2021-05-19T09:45:39Z
Bluewin.ch,Offiziell: Seoane verlässt YB und wechselt zu Leverkusen,Jetzt ist es fix: Nach drei erfolgreichen Jahren bei den Young Boys wagt Gerardo Seoane den Schritt ins Ausland und heuert bei Bayer Leverkusen an.,sport,2021-05-19T08:55:12Z
Www.nau.ch,Roger Federer: Kann er überhaupt noch mit den Weltbesten mithalten?,"Roger Federer (39) scheidet in Genf früh aus. Das Spiel gegen Pablo Andujar wirft Fragen auf, lässt aber auch positiv in die Zukunft blicken. Ein Kommentar.",sport,2021-05-19T08:43:08Z
Blick.ch,Kult-Koloss Mvumbi hat eine neue Handball-Mission,Im Januar gingen die Bilder von Kongo-Handballer Gauthier Mvumbi um die Welt. Nun soll er dank dieser Popularität dem Handball in den USA auf die Sprünge helfen.,sport,2021-05-19T08:40:29Z
Motorsport-total.com,McLaren bestätigt: Vertrag von Lando Norris langfristig verlängert!,McLaren und Lando Norris haben eine mehrj&auml;hrige Vertragsverl&auml;ngerung unterzeichnet - Zuvor war der Brite schon bis 2022 gesetzt,sport,2021-05-19T08:34:23Z
Speedweek.com,Drehzahllimits 2021: FIM bremst neue Kawasaki aus,Vor jeder Superbike-Saison legen Superbike-WM-Promoter Dorna und der Motorrad-Weltverband FIM die Maximaldrehzahlen der Hersteller neu fest. So hoch dürfen die neue BMW M1000RR und Kawasaki ZX-10RR drehen.,sport,2021-05-19T08:30:28Z
Blick.ch,Schauspieler Terence Hill lobt BVB-Stürmer Erling Haaland,"Film-Legende Terence Hill ist begeistert. Es stellt sich heraus, dass er ein grosser Fan von Stürmer Erling Haaland von Borussia Dortmund ist. Nach deren deutschem Pokalsieg wendet er sich mit einer prominenten Grussbotschaft an die Mannschaft.",sport,2021-05-19T07:49:06Z
