source,title,description,category,publishedAt
Blick.ch,Fassnacht vor der EM: Pass-Qualität in der Nati ist höher als bei YB,YB-Flügel Christian Fassnacht (27) ist in Bad Ragaz auf dem Sprung an sein erstes grosses Turnier. Was ist bei der Nati anders als in Bern?,sport,2021-05-28T18:09:30Z
Www.srf.ch,"Diamond League in Doha - 11,36 Sekunden: Del Ponte läuft auf Rang 7","Ajla Del Ponte findet in Doha langsam zur Form zurück, verpasst aber die Olympia-Limite erneut.",sport,2021-05-28T18:05:00Z
Speedweek.com,Valentino Rossi (21.): «Kein besonders gutes Gefühl»,"«Was auf dem Klassement steht, entspricht so ziemlich der Wahrheit», kommentierte Petronas-Yamaha-Pilot Valentino Rossi den 21. Rang am ersten Tag bei seinem Heim-GP in Mugello.",sport,2021-05-28T16:51:06Z
Www.srf.ch,WM-Spiele vom Freitag – Schweden und Kanada halten sich im Viertelfinal-Rennen,Schweden und Kanada fahren gegen die Aussenseiter Grossbritannien und Kasachstan wichtige Siege ein.,sport,2021-05-28T16:02:00Z
Blick.ch,Von Schweizern ist nicht viel zu erwarten in Paris – nicht mal von Federer,Von den Schweizern ist nicht viel zu erwarten in Roland Garros. Sogar an Roger Federer glaubt niemand.,sport,2021-05-28T14:55:24Z
Watson.ch,Eishockey-WM: Kanada vor dem Aus – Spiel gegen Kasachstan im Liveticker,"Die beiden grossen Hockey-Nationen Schweden und Kanada, die an der WM in Riga um die Viertelfinals bangen, wahrten sich am Freitag mit Favoritensiegen ihre Chancen.",sport,2021-05-28T14:36:00Z
Motorsport-total.com,"Helmut Marko exklusiv: ""Toto sollte auf seine Vorderflügel schauen""","Der ""Flexiwings""-Krieg in der Formel 1 spitzt sich zu: Nachdem Toto Wolff mit einem Protest gedroht hat, k&uuml;ndigt Red Bull jetzt einen Gegenprotest an",sport,2021-05-28T14:03:00Z
Watson.ch,Champions League: Was du vor dem Final ManCity vs. Chelsea wissen musst,Morgen um 21.00 Uhr steigt der 66. Champions-League-Final: Manchester City und Chelsea kämpfen um den Titel in der Königsklasse. Wir bereiten dich in acht Punkten auf erste grosse Fussball-Highlights des Jahres vor.,sport,2021-05-28T13:27:00Z
Www.srf.ch,Nach nur einer Saison – Juventus entlässt Trainer Pirlo und holt Allegri zurück,Andrea Pirlo ist nicht mehr Cheftrainer von Juventus Turin. Sein Nachfolger heisst Massimiliano Allegri.,sport,2021-05-28T13:09:00Z
20 Minuten,Martin Hansen - Unfall im Garten – Ex-FCB-Goalie überfährt Hund mit dem Rasenmäher,"Tragische Szenen im Hause Hansen: Der Däne verletzte seinen Hund schwer, dieser überlebte aber.",sport,2021-05-28T12:31:28Z
Watson.ch,Transfer-Ticker: Ibrahima Konaté wechselt zum FC Liverpool,"Keinen wichtigen Wechsel und kein spannendes Gerücht mehr verpassen: Hol dir jetzt den watson-Transfer-Push! So einfach geht's:
Nach Dayot Upamecano, der zum …",sport,2021-05-28T12:24:00Z
Www.nau.ch,Roman Josi: Kommt er jetzt an die Eishockey-WM?,Roman Josi und die Nashville Predators müssen die Segel in den NHL-Playoffs nach der erneuten Pleite gegen Carolina streichen. Kommt Josi jetzt an die WM?,sport,2021-05-28T12:10:50Z
Blick.ch,Indy 500: Romain Grosjean verzichtet auf die 500 Meilen von Indianapolis,Ohne seinen Feuerunfall in der Formel 1 würde Romain Grosjean am Sonntag erstmals beim berühmt-berüchtigten «Indianapolis 500» starten.,sport,2021-05-28T11:36:49Z
Www.nau.ch,YB: Diese neuen Namen stehen auf der Liste der Trainer-Kandidaten,"Christoph Spycher, Sportchef von YB, beschäftigt sich derzeit mit der Nachfolge von Trainer Gerardo Seoane. Bedient sich der Meister etwa wieder in Österreich?",sport,2021-05-28T11:17:42Z
Www.nzz.ch,Neymar: Missbrauchsvorwürfe haben Zusammenarbeit mit Nike beendet - Neue Zürcher Zeitung,"Der brasilianische Fussballer Neymar sieht sich erneut mit Vorwürfen sexuellen Missbrauchs konfrontiert. Sie kommen dieses Mal von einer Angestellten seines ehemaligen Ausrüsters Nike, der ihm deshalb letztes Jahr die Zusammenarbeit kündigte.",sport,2021-05-28T10:30:00Z
Blick.ch,Mourinho startet heissen Poker um Granit Xhaka und AS Roma,"Die AS Roma führt Gespräche mit Arsenal wegen Granit Xhaka (28). Welche Rolle Trainer José Mourinho spielt, wo die Klubs noch auseinanderliegen und wie schnell es gehen könnte.",sport,2021-05-28T09:56:07Z
Speedweek.com,Charles Leclerc (Ferrari): Verblüffendes Urteil,​Der Monegasse Charles Leclerc weiss: Er hat mit seinem Unfall im Qualifying zum Heimrennen die Chance auf den Sieg weggeworfen. Wie der zweifache GP-Sieger mit sich selber ins Gericht geht.,sport,2021-05-28T07:58:39Z
