source,title,description
blick,Pfizer will bis Ende Jahr eine Pille gegen Corona auf den Markt bringen,Das Pharma-Unternehmen Pfizer hat einen der ersten Corona-Impfstoffe entwickelt. Jetzt hat Pfizer einen nächsten Pfeil im Kampf gegen das Virus im Köcher: Eine Pille zur Behandlung einer Corona-Erkrankung. Schon sehr bald soll diese verfügbar sein.
blick,Keine Einladung für Klausur - Republikaner planen ihre Zukunft ohne Trump,"In einer Tagung lecken sich die Republikaner die Wunden und bereiten sich auf die nächsten Wahlen in eineinhalb Jahren vor. Obwohl die Klausur in Orlando stattfindet, wurde Trump nicht eingeladen."
schweizer radio und fernsehen (srf),Terror-Ermittlungen - Frankreich verhaftet sieben Ex-Mitglieder der Roten Brigaden,Paris will verurteilte Mitglieder der Roten Brigaden nach Italien ausliefern. Sieben von zehn Gesuchten sind in Haft.
blick,Mann schmuggelt 35 lebendige Finken in die USA,"Kevin Andre McKenzie (36) ist beim Versuch, 35 lebendige Singvögel in die USA zu schleusen, gescheitert. Jetzt drohen ihm bis zu 20 Jahre Knast."
schweizer radio und fernsehen (srf),Terror-Ermittlungen - Ex-Mitglieder der Terrororganisation Rote Brigaden festgenommen,In Frankreich sind sieben Ex-Mitglieder der kommunistischen Untergrundorganisation «Brigate Rosse» festgenommen worden.
blick,Wegen Corona-Protesten: Deutscher Geheimdienst beobachtet Querdenker,"Der deutsche Inlandsgeheimdienst hat neben Rechtsextremismus, Linksextremismus und Islamismus neu eine weitere Kategorie auf dem Radar: die verfassungsschutzrelevante Delegitimierung des Staates. Damit wird auch die Überwachung organisierter Corona-Skeptiker möglich."
blick,"EU: So sicherte Von der Leyen 1,8 Milliarden Imfpdosen von Pfizer/Biontech","Pfizer-Chef Albert Bourla packt über den Mega-Deal mit Ursula von der Leyen aus. Und erzählt, wie ihn die EU-Chefin überzeugte."
schweizer radio und fernsehen (srf),Geteilte Mittelmeerinsel - UNO unternimmt neuen Versuch zur Wiedervereinigung Zyperns,"Seit 1974 ist Zypern getrennt, jetzt startet die UNO in Genf einen neuen Versuch zur Wiedervereinigung."
20 minuten,"Digitales Impfzertifikat : Heute entscheidet die EU darüber, wie man im Sommer wieder reisen kann",Am Mittwoch berät das EU-Parlament über das digitale Impfzertifikat. Auch in der Schweiz ist ein solcher Impfpass geplant.
schweizer radio und fernsehen (srf),"Pilotversuch in Barcelona - 5000 Menschen, keine Ansteckung - BAG an Ergebnissen interessiert",In Barcelona besuchten 5000 Menschen ein Konzert – ohne nachgewiesene Ansteckung. Das BAG verfolgt die Ergebnisse.
blick,SCB-Sportchefin Florence Schelling und Alex Chatelain müssen gehen,Hockey-Knall! Nach nur einem Jahr im Amt ist SCB-Sportchefin Florence Schelling ihren Job wieder los. Auch Alex Chatelain muss gehen. Johan Lundskog wird neuer Trainer.
schweizer radio und fernsehen (srf),Das Neueste zur Coronakrise - Openair Gampel plant Festival mit täglich 10'000 Besuchern,Man prüfe derzeit intensiv eine alternative Festivalvariante mit 10'000 Besuchern pro Tag anfangs September.
20 minuten,Asteroiden-Einschlag wird als Simulation geprobt,"Was machen, wenn ein Asteroid ungebremst auf die Erde zurast? Genau mit dieser Frage beschäftigen sich Fachpersonen aus aller Welt – eine ganze Woche lang."
telebasel,Bundesrat will Grossveranstalter mit 150 Millionen Franken unterstützen,Der Bundesrat hat neue Corona-Beschlüsse gefasst. Guy Parmelin und Alain Berset informieren am Mittwochnachmittag über die Entscheide.
20 minuten,Gossau SG : Polizei verfolgt Teenager mit frisiertem Töffli der fliehen will,"In Gossau SG jagte die Polizei einem 14-Jährigen hinterher. Dies, weil er sich einer Kontrolle entzog. Der Teenager konnte in einer benachbarten Gemeinde aufgespürt werden."
schweizer radio und fernsehen (srf),"Duell in der Champions League - Wiedererstarktes PSG gegen ""defensiv schwaches"" ManCity",Paris St-Germain empfängt im Halbfinal-Hinspiel der «Königsklasse» ManCity – oder: Offensivpower gegen Ballbesitz.
blick,Neuer CS-Präsident: Diese 5 Baustellen muss António Horta-Osório anpacken,"Am Freitag, dem 30. April, küren die Aktionärinnen und Aktionäre der Credit Suisse einen neuen Präsidenten. António Horta-Osório übernimmt von Urs Rohner. Auf den Portugiesen wartet ein Haufen Arbeit."
20 minuten,Curevac : Novartis will noch dieses Jahr 50 Millionen Impfdosen herstellen,"Der Pharmariese Novartis produziert für den Impfstoffhersteller Curevac. Im Gegensatz zu Lonza hat Novartis keine Probleme, qualifiziertes Personal zu finden."
20 minuten,"""Eine Gefahr für die Gesellschaft""",Der kanadische Bob-Fahrer Alexander Kopacz erkrankte an Corona und musste im Spital beatmet werden. Nun hat er eine klare Botschaft an Maskenverweigerer.
frankfurter neue presse,Vitamin-B12-Mangel: So erkennen Sie die Symptome,"Vitamin-B-12-Mangel – viele haben ihn und wissen nichts davon. In welchen Lebensmitteln Vitamin B12 enthalten ist, wie sich ein Mangel äußert und auf welche Symptome Sie acht geben sollten."
www.nau.ch,Schweizer Nationalbank ruft Millionen alte Banknoten zurück - Nau.ch,Die Schweizer Nationalbank ruft die Noten der 8. Serie zurück. Am Freitag verlieren sie den Status als gesetzliches Zahlungsmittel. Und das sind noch einige.
