source,title,description
www.srf.ch,Halbfinals in den Playoffs - Dank Blitz-Doppelschlag: Zug schafft bei den Lakers das Break - Schweizer Radio und Fernsehen (SRF),Der EVZ bezwingt Rapperswil-Jona auswärts mit 4:2 und erspielt sich in der Halbfinal-Serie 2 Matchpucks.
blick.ch,Kultur-Schock für Federer: Wimbledon verbietet Haus-Miete - BLICK,"Hotelzimmer statt Mietshäuser: Roger Federer (39, ATP 8) wird sich bei seiner Rückkehr nach Wimbledon an ein anderes Ambiente gewöhnen müssen."
motorsport-total.com,Auch ohne Renault-Wechsel: Ricciardo wäre heute nicht mehr bei Red Bull - Motorsport-Total.com,"McLaren-Pilot Daniel Ricciardo bereut seinen Wechsel zu Renault Ende 2018 nicht - Er w&auml;re heute so oder so nicht mehr bei Red Bull, erkl&auml;rt der Australier"
20 minuten,Gerardo Seoane - Nach Nagelsmann-Beben – YB-Trainer jetzt bei drei Clubs auf dem Zettel - 20 Minuten,Verrückt: Die sieben bestplatzierten Clubs der Bundesliga haben in der nächsten Saison alle einen neuen Trainer. YB-Coach Seoane soll bei drei offenen Stellen ein Kandidat sein.
20 minuten,Salzburg-Trainer Jesse Marsch wird neuer Leipzig-Coach,In der Bundesliga dreht sich das Trainer-Karussell immer weiter. Am Mittwoch könnte RB Leipzig bereits den Nachfolger des zu Bayern abgewanderten Julian Nagelsmann präsentieren.
auto motor und sport,Vorwürfe gegen FIA: Aston Martin rudert zurück,"Aston Martin zettelte einen Kleinkrieg mit der FIA an. Das Team sah sich durch die Regeländerungen benachteiligt, hat aber inzwischen einen Rückzieher gemacht."
blick,Kampf endet tödlich: Boxtalent Rashed Al-Swaisat (19) stirbt nach K. o.,Rashed Al-Swaisat ist im Alter von nur 19 Jahren an den Folgen eines Boxkampfs an der Junioren-WM gestorben. Zehn Tage kämpfte der junge Boxer im Spital um sein Leben.
blick,National League: Zug und Genf stehen mit einem Bein im Playoff-Final,Zweiter Akt in den Playoff-Halbfinals. Die Lakers fordern den EVZ mehr als im ersten Spiel und verlieren trotzdem. Und die ZSC Lions sind in Genf chancenlos.
focus,Kältester April seit 35 Jahren: Warum dieser Monat so eisig ist - FOCUS Online,Der April war 2021 so kalt wie seit 35 Jahren nicht mehr. Die Temperaturen liegen etwa 3 Grad unter dem Mittel. Doch woran liegt das und was war in den vergangenen Jahren anders?
focus,"Niederlande öffnen trotz Mega-Inzidenz - Mediziner warnen vor ""Code Schwarz"" - FOCUS Online","Die Niederlande sperren wieder auf: Ab Mittwoch dürfen die Außenbereiche in der Gastronomie und Geschäfte wieder geöffnet werden. Und das trotz einer schwindelerregend hohen 7-Tages-Inzidenz. Die Regierung vertraut auf Impfungen, doch Mediziner warnten bereit…"
heise online,"Solar Orbiter: ""Lagerfeuer"" könnten rätselhafte Sonnentemperaturen erklären - heise online","Direkt über der Sonne ist es 300-mal heißer als auf deren Oberfläche. Vom Solar Orbiter entdeckte ""Lagerfeuer"" könnten das erklären."
www.nzz.ch,Corona-Debatte: Forscher sollten Politik nicht unterschätzen - Neue Zürcher Zeitung,"Nach den jüngsten Bundesratsentscheiden wird einmal mehr die «wissenschaftliche Ignoranz» der Politik lamentiert. Das entlarvt nicht nur die politische Naivität einzelner Experten, sondern ist auch gefährlich für die Wissenschaften."
web.de news,"""Ingenuity"": Mars-Hubschrauber liefert erste Farbaufnahmen - WEB.DE News","Der Mars-Hubschrauber ""Ingenuity"" hat schon drei Flüge hinter sich. Bei seinem zweiten Erkundungsflug über den Mars wurden erste farbige Aufnahmen produziert."
t-online.de,Corona/Köln: Inzidenz weiterhin hoch – Impfaktion in Brennpunkten angekündigt - t-online - Köln,"Der Inzidenzwert in Köln ist erneut gesunken, bleibt aber auf einem hohen Niveau. In besonders von Corona betroffenen Stadtteilen sollen zusätzliche Impfungen zum Einsatz kommen."
bild,Viel zu wenig Regen! - Droht uns wieder ein Dürre-Sommer? - BILD,"Auch in diesem Jahr fällt kaum Regen. Und der Boden ist trocken. Schon wieder. Oder besser, immer noch. Aber sind wir gleich wieder von einer Dürre bedroht?"
t-online.de,Corona-News Hamburg: Inzidenzwert fällt unter 100 – über 200 Neuinfektionen - t-online - Hamburg,Zum Mittwoch liegt die Corona-Inzidenz in Hamburg unter 100. Es wurden allerdings auch sieben Todesfälle gemeldet.
businessinsider.de,"Impf-FoMO: Ein Psychologe über die Angst, etwas zu verpassen - Business Insider Deutschland","„Je mehr Menschen geimpft sind, desto schneller könnte eine FoMO bei denen entstehen, die noch auf die Impfung warten“, sagt ein Experte."
www.fr.de,„Galaktischer Halo“ - Karte der äußeren Milchstraße führt zum Speicher der dunklen Materie - fr.de,Forschende aus den USA veröffentlichen eine neue Karte der äußeren Milchstraße. Basis sind Daten der Weltraumorganisationen Nasa und Esa.
focus,Wegen schmelzender Gletscher: Der Klimawandel verschiebt die Erdachse - FOCUS Online,Mehrere Faktoren lassen die Erdachse kippen. Die schmelzenden Gletscher der Nordhalbkugel geben dem Planeten nur einen zusätzlichen Dreh.
bild,Weniger Corona-Neuinfektionen - Inzidenz in NRW sinkt auch an Hotspots - BILD,Die Zahl der in den letzten sieben Tagen gemeldeten Corona-Neuinfektionen pro 100 000 Einwohner in Nordrhein-Westfalen ist gesunken.
bild,Corona-Inzidenz in Bayern: Zahl der Regionen mit unter 100 steigt - BILD,München/Nürnberg – In elf Landkreisen und kreisfreien Städten haben sich in den vergangenen sieben Tagen weniger als 100 pro 100 000 Menschen infiziert.
t-online.de,"Long-Covid-Patientin im Video: ""Es ist ein unheimliches Gefühl"" - t-online",Langzeitfolgen durch eine Covid-19-Erkrankung rücken in den Fokus der Wissenschaft. Essener Neurologen sprechen von Beschwerden im Bereich des Nervensystems.
focus,Erste Hitzewelle mit bis zu 35 Grad! Wüstenwind Schirokko fegt durch Europa - FOCUS Online,In Deutschland ist und bleibt es im Schnitt zu kalt. Im Lauf dieser Woche kommt im Gegensatz dazu eine Hitzewelle auf Südosteuropa zu. Es werden etwa 15 Grad mehr als gewöhnlich erwartet.
futurezone.at,"Elon Musk: Mars ist für Entdecker, die ""wahrscheinlich sterben"" werden - futurezone.at",Der SpaceX-Gründer macht sich über den möglichen Ausgang einer Reise zum Roten Planeten keine Illusionen.
businessinsider.de,Psychologie: Berufseinstieg und Rente verändern die Persönlichkeit - Business Insider Deutschland,"Junge Erwachsene reifen mit dem Berufseinstieg und werden gewissenhafter, während Rentner eher entspannter werden und das Leben genießen."
20 minuten,Raumstation geplant - Der Bau von Chinas Himmelspalast beginnt - 20 Minuten,"Während das Ende der internationalen Raumstation ISS naht, baut die junge Raumfahrtnation China ihren eigenen Aussenposten im All. Am Donnerstag gehts los. Elf Raumflüge sind in kurzer Zeit geplant."
ruhr24.de,Supermond heute noch mal sehen: Pinker Mond ist Spektakel am Himmel - ruhr24.de,"Gerade erst ist der Sternschnuppenschauer der „Lyriden“ vorbei, steht das nächste Spektakel an. Heute Nacht leuchtet der Supermond am Nachthimmel in Deutschland und NRW."
fr.de,„Galaktischer Halo“ - Karte der äußeren Milchstraße führt zum Speicher der dunklen Materie,Forschende aus den USA veröffentlichen eine neue Karte des galaktischen Halos. Basissind Daten der Weltraumorganisationen Nasa und Esa
ruhr24.de,Supermond noch einmal sehen: Pinker Mond ist Spektakel am Himmel,Heute Nacht leuchtet der Supermond am Himmel in Deutschland und NRW – vor allem am frühen Morgen.
scinexx | das wissensmagazin,Neuer Stamm von Mikroben entdeckt,Klimafreundliche Mikroben: Forscher haben in heißen Quellen einen zuvor unbekannten Stamm von Archaeen mit ungewöhnlichem Stoffwechsel entdeckt. Die
schweizer radio und fernsehen (srf),Asteroiden und Meteoriten - Asteroiden: Wie viele die Erde treffen und welche gefährlich sind,"Dass Meteoriten und kleine Bruchstücke die Erde treffen, passiert gar nicht so selten. Nur wenige davon sind verheerend."
schweizer radio und fernsehen (srf),Planetare Verteidigungsübung - Asteroideneinschlag auf der Erde? Experten proben den Ernstfall,"Ein Asteroideneinschlag könnte verheerende Folgen haben. Fachleute üben, wie eine Katastrophe verhindert werden kann."
heilpraxisnet.de,Hörverlust mit der Hilfe von Licht bekämpfen - Heilpraxisnet.de,"Durchbruch bei der Bekämpfung von Hörverlust? Mit der Hilfe von Lichtimplantaten könnte Menschen, die unter Taubheit oder einem hochgradigem Hörverlust leiden, das Hören ermöglicht werden. Durch neue Forschung konnten wichtige Parameter für das Design und die…"
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen - Heilpraxisnet.de,COVID-19: Erhöhtes Risiko für schwere Erkrankung bei Diabetes Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diab…
praxisvita.de,Coronavirus-Symptome: Der Unterschied zur Grippe und Erkältung - Praxisvita,"Welche Unterschiede gibt es zwischen Corona, einer Erkältung und der Grippe? Eine Tabelle mit allen Symtpomen!"
t-online.de,Corona-Symptome: So kann sich Covid-19 auch auf der Haut zeigen - t-online,"Pusteln, Bläschen, juckende Stellen: Eine Infektion mit dem neuen Coronavirus kann auch auf der Haut Spuren hinterlassen. Analysen zeigen, welche Symptome ein Hinweis auf Covid-19 sein können."
ruhr24.de,Vitamin-B12-Mangel: So erkennen Sie die Symptome - Fuldaer Zeitung,"Vitamin-B-12-Mangel – viele haben ihn und wissen nichts davon. In welchen Lebensmitteln Vitamin B12 enthalten ist, wie sich ein Mangel äußert und auf welche Symptome Sie achten sollten."
t-online.de,Kaffee: Diese sieben Fehler sollten Sie vermeiden - t-online.de,"Beim Kaffeekochen schleichen sich häufig Gewohnheiten ein, die das Geschmackserlebnis beeinträchtigen. Wir erklären, wie Sie den besten Kaffee bekommen."
heidelberg24.de,Corona-Impfung: Alkohol-Verbot für 2 Monate? Expertin warnt vor zu frühem Trinken - heidelberg24.de,"Für Menschen, die eine Corona-Impfung erhalten haben, sollte Alkohol tabu sein. Eine Expertin rät zu einer drastischen Zeitspanne und warnt vor Konsequenzen:"
doccheck.com,BAALC schaltet Leukämiezellen aus - DocCheck News,Wie entsteht Leukämie? Eine molekulare Ursache konnte nun in zwei Studien identifiziert werden.
www.hna.de,Corona-Studie: Darum ist Sars-Cov-2 gefährlicher als gewöhnliche Coronaviren - Frankfurter Neue Presse,"Ein Forscherteam hat wahrscheinlich den Grund gefunden, warum das Sars-Cov-2-Virus im Vergleich zu anderen Coronaviren so gefährlich für den Menschen sein kann."
n-tv.de,Stärke des Effekts entscheidend:Warmes Wetter schlecht fürs Virus? - n-tv NACHRICHTEN,"Eigentlich gilt sonniges, warmes Wetter als Gift für Coronaviren, und im vergangenen Jahr sanken mit den steigenden Temperaturen die Fallzahlen. Kann man mit diesem Effekt auch in diesem Frühjahr rechnen? Und wenn ja, fällt er stark genug aus, um Sars-CoV-2 z…"
t-online.de,Ernährung gegen Schlaganfall: Negative Effekte lassen sich ausgleichen - t-online,"Eine Studie zeigt, welche Lebensmittel das Schlaganfallrisiko erhöhen und welche es reduzieren."
aerztezeitung.de,Gezuckerte Getränke kurbeln Fettproduktion in der Leber an - Ärzte Zeitung,"Der Konsum von Limonaden mit zugesetztem Zucker verdoppelt die Fettproduktion nachhaltig, so eine aktuelle Studie."
www.fr.de,Vitamin-D-Mangel: Künstliche Zufuhr kann Ihrer Gesundheit massiv schaden - Frankfurter Rundschau,"Für den Körper ist Vitamin D enorm wichtig. Es gibt Wege, einem Mangel vorzubeugen. Doch Achtung – eine Überversorgung kann schädlich für die Gesundheit sein."
healthnewsnet.de,Durch Grünfärbung ertappt: Wie sich das Coronavirus mit körpereigenen Molekülen vor der Immunabwehr schützt - Healthnews,"Um ein Virus zu bekämpfen, formt der Körper eine Immunantwort. Teil dieser Reaktion ist das Bilden von Antikörpern, die die Viren neutralisieren. Doch britis"
freundin.de,Studie: Diese Abstandsregel schützt nicht vor einer Corona-Infektion | freundin.de - freundin,"Die Abstandsregel zählt zu den Nummer-eins-Methoden, um sich vor einer Ansteckung mit Covid-19 zu schützen. Doch hilft diese Regel überhaupt in Innenräumen?"
scinexx | das wissensmagazin,"Erstes Land schon vor 3,7 Milliarden Jahren? - Kontinentale Kruste könnte 500 Millionen Jahre früher entstanden sein als gedacht - scinexx.de - scinexx | Das Wissensmagazin","Uralte Landkruste: Unser Planet könnte schon vor 3,7 Milliarden Jahren Vorformen der Kontinente besessen haben – 500 Millionen Jahre früher als gedacht."
www.nau.ch,Coronavirus: Werden Kamel-Antikörper zum neuen «Wundermittel»? - Nau.ch,Im Kampf gegen das Coronavirus haben Forschende ganz spezielle Antikörper untersucht: diejenigen von Lamas und Alpakas.
wetter.travel,"Die globalen Masern -, Mumps-und Röteln-Virus-Impfstoff-Markt Branche, Trends Und Prognose, Analyse - wetter.travel - Wetterinformationen auf wetter.travel","Die Globalen Masern -, Mumps-und Röteln-Virus-Impfstoff-Bericht Monitore-Industrie-Wachstum. Die Studie prognostiziert die Aussichten für die kommenden Masern -, Mumps-und Röteln-Virus-Impfstoff Chancen für die prognostizierten Zeitraum 2021 bis…"
pressetext.com,Pilze reduzieren Krebsrisiko signifikant - Pressetext.com,Tägliches Essen senkt Wahrscheinlichkeit einer ernsten Erkranklung um bis zu 45 Prozent
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen,Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diabetiker ein erhöhtes Risiko für eine schwere Corona-Erkrankung?
frankfurter rundschau,Vitamin-D-Mangel: Künstliche Zufuhr kann der Gesundheit schaden,"Für den Körper ist Vitamin D sehr wichtig. Es gibt Wege, einem Mangel vorzubeugen. Doch Vorsicht – eine Überversorgung kann schädlich für die Gesundheit sein."
heilpraxisnet.de,Coronavirus-Infektion: Immunantwort auf SARS-CoV-2 im Darm untersucht,"Bereits mehrere Studien haben gezeigt, dass das Coronavirus SARS-CoV-2 auch den Darm infizieren kann. Ein europäisches Forschungsteam untersuchte nun, wie die Zellen im Darm auf eine SARS-CoV-2-Infektion reagieren. Dabei zeigte sich, dass der Darm vielleicht eine größere Rolle im Infektionsgeschehen spielt, als bislang gedacht."
tz.de,WhatsApp-Virus: Schadsoftware klaut die Daten seiner Opfer,"Auf WhatsApp wurde eine schadhafte Software entdeckt, die sich über den Messengerdienst verbreitet"
frankfurter neue presse,Corona-Studie: Darum ist Sars-Cov-2 gefährlicher als gewöhnliche Coronaviren,"Ein Forscherteam hat wahrscheinlich den Grund gefunden, warum das Sars-Cov-2 Virus im Vergleich zu anderen Coronaviren so gefährlich für den Menschen sein kann."
heilpraxisnet.de,Leukämie: Neue Ursache der Blutkrebs-Entstehung identifiziert,"Forschende aus Deutschland haben eine neue Ursache der Entstehung von Leukämie (Blutkrebs) entdeckt. Sie haben damit ein neuartiges experimentelles Modell etabliert, das es Patientinnen und Patienten mit Leukämie in Zukunft ermöglicht, spezifischer behandelt zu werden."
heilpraxisnet.de,Coronavirus-Epidemie bereits vor mehr als 20.000 Jahren in Ostasien?,"Es scheint bereits vor mehr als 20.000 Jahren eine Coronavirus-Epidemie gegeben zu haben, welche auf Ostasien beschränkt war und das Ergbut der dortigen Bevölkerung signifikant verändert hat. Diese Erkenntnis basiert auf einer aktuellen evolutionären Analyse menschlicher Genomdatensätze, bei der deutliche Genveränderungen von Menschen in Ostasien festgestellt wurden."
scinexx | das wissensmagazin,Corona: Antikörper verrät Risiko für schweren Verlauf,"Ein Bluttest kann verraten, ob bei einem Covid-19- Patienten ein schwerer Verlauf droht. Denn wenn im Blut Antikörper gegen das Erkältungs-Coronavirus"
