source,title,description
20 minuten,Künftige Football-Stars : Zuerst obdachlos – nun Millionär? So verrückt ist der NFL-Draft,In der Nacht auf Freitag wird die erste Runde des NFL-Drafts ausgetragen. Wir stellen euch acht Talente etwas genauer vor.
real total,Schon wieder verletzt: Saison für Carvajal wohl beendet,Daniel Carvajal hat es mal wieder erwischt: Eine neue Muskelverletzung bedeutet wohl sogar das Saison-Aus für das königliche Sorgenkind.
bild,Inzidenz liegt bei 0! Kölner Knast-Chefin sperrt Corona aus - BILD,"Der Knast sperrt Corona aus! Während in Köln der Inzidenzwert am Donnerstag noch bei 215 lag, steht er im Klingelpütz bei 0."
die welt,Corona-Zahlen: Forscher rechnen mit Inzidenzen von unter 50 - WELT,"Wissenschaftler rechnen nicht damit, dass die Corona-Zahlen noch wesentlich steigen. Das sagte Mobilitätsforscher Kai Nagel in einer Anhörung im Bundestag. Physikerin Viola Priesemann hält sogar bald Inzidenzen von unter 50 für wahrscheinlich."
focus,"Antigentests spüren nur 56,3 Prozent der Covid-Infektionen auf - FOCUS Online","Wer einen negativen Antigen-Schnelltest hat, geht vielleicht unbekümmert zum Friseur oder zu den Großeltern. Aber: Die Tests schlagen nicht immer an. Eine Rechnung verdeutlicht, wie niedrig ihre Erfolgsquote tatsächlich ist."
t-online.de,"Wetter: Klimawandel bedeutet nicht, dass es einfach immer wärmer wird - t-online.de",Der April war seit 1980 nicht mehr so kalt. Doch mit dem Blick auf die letzten Jahre zeigt Wetterkolumnistin Michaela Koschak eine klare Erkenntnis auf.
t-online.de,Corona/Köln: Inzidenzwert in Köln sinkt unter 200 - t-online - Köln,"Der Inzidenzwert in Köln ist erneut gesunken, bleibt aber auf einem hohen Niveau. Erstmals wurde die indische Virusvariante in der Domstadt nachgewiesen."
focus,Pandemie-Prognose: Forscher rechnen mit stark sinkenden Corona-Zahlen - FOCUS Online,"Mit Blick auf die jüngsten Infektionszahlen in der Pandemie gibt es bei Wissenschaftlern vorsichtigen Optimismus. Forscher beobachten ein Plateau bei den Infektionszahlen. Es könnte ein erster Vorbote für sinkende Zahlen sein - wenn Impffortschritt, Schutzmaß…"
watson.ch,Wie Corona-Mutationen entstehen und wann sie gefährlich werden - watson,"Das Corona-Virus mutiert immer wieder. Expertin Silke Stertz informiert über die Entstehung von Mutationen wie B.1.1.7 und erklärt, wann es gefährlich wird."
die welt,Mathematik: So frischen Erwachsene ihre Kenntnisse auf - WELT,"Ob es um Finanzentscheidungen geht oder Corona-Statistiken: Mathematik ist in vielen Bereichen des Lebens unerlässlich. Damit allerdings sieht es bei deutschen Erwachsenen nicht besonders gut aus, wie Studien zeigen. WELT zeigt, wie Sie leicht etwas dagegen u…"
scinexx | das wissensmagazin,Klimawandel verschiebt die Erdachse - Schmelzende Eismassen beschleunigen und verändern die Wanderung des geografischen Pols - scinexx.de - scinexx | Das Wissensmagazin,Wir Menschen beeinflussen sogar die Rotationsachse unseres Planeten – zumindest indirekt. Denn die zunehmende Eisschmelze in den Polarregionen sowie
watson.ch,Das sind die fünf häufigsten neurologischen Folgen von Covid-19 - watson,"Das Virus ist aus dem Körper, doch die Symptome dauern an – in manchen Fällen Wochen oder sogar Monate. Welche neurologischen Beschwerden nach einer Corona-Infektion am häufigsten sind, zeigen aktuelle Studien."
tagesanzeiger.ch,Interview über Wert und Glück – «Es gibt so etwas wie Naturgesetze des Erfolgs» - Tages-Anzeiger,"Der Physiker Albert-László<strong> </strong>Barabási will herausgefunden haben, wer es im Leben zu etwas bringt und warum mehr Leistung nicht immer zum Ziel führt."
spiegel online,Coronapandemie: Inzidenzen bei Jugendlichen steigen auf Höchstwert - DER SPIEGEL,Seit Montag gilt die Bundesnotbremse auch für Schulen – was nicht überall begrüßt wird. Doch die aktuellen Zahlen des Robert Koch-Instituts zeigen: Die höchsten Inzidenzwerte gibt es bei Schülerinnen und Schülern.
heilpraxisnet.de,COVID-19: Wie SARS-CoV-2 ins Gehirn gelangt - Heilpraxisnet.de,"SARS-CoV-2-Befall im Gehirn Ursache neurologischer Symptome Bei COVID-19 zeigen sich oftmals neurologische Beschwerden, die vermutlich in Zusammenhang mit der Ausbreitung von SARS-CoV-2 im Gehirn und dem Nervensystem stehen. In einer aktuellen Studie wurde nu…"
wetter.de,Solar Orbiter entdeckt: Lagerfeuer auf der Sonne heizen Korona auf - Wetter.de,Die Mission rund um den Solar Orbiter der ESA gehört zu den wohl wichtigsten Unternehmen im Weltraum derzeit. Nun gibt es Antworten zur heißen Sonnen-Korona.
focus,Spinnerei oder irgendwann Wirklichkeit? Physiker forschen am Warp-Antrieb - FOCUS Online,Lange war er nur eine Spinnerei von Sciencefiction-Fans. Nun haben sich Forscher den Warp-Antrieb genauer angesehen. Und die Idee damit etwas näher an die Wirklichkeit gebracht.
tagesanzeiger.ch,"Klima im Frühling – Mehr Wärme, aber keine Dürre – das ist das Klimaszenario für den April - Tages-Anzeiger","In den letzten Jahren war der April im Grossraum Zürich geprägt von Trockenheit. Der Blick ins Datenarchiv zeigt aber, dass dies wohl keine Folge des Klimawandels ist."
futurezone.at,Nach Atombombentests: Radioaktive Strahlung in Honig - futurezone.at,Der Kalte Krieg und die nukleare Aufrüstung sind auch heute noch an ungewöhnlichen Stellen nachweisbar.
faz.net,Mit dem weißesten Weiß gegen den Klimawandel - FAZ - Frankfurter Allgemeine Zeitung,"Eine Farbe reflektiert 98 Prozent des einfallenden Sonnenlichts. Würde man damit alle Hausdächer streichen, könnte man Wohnungen kühlen und sogar dem Klimawandel entgegenwirken."
t-online.de,Corona: Ist die Sieben-Tage-Inzidenz noch angemessen? - t-online,"Die Debatte ist keineswegs neu, kommt aber durch zunehmende Impfungen und Schnelltests wieder hoch: Ist die Sieben-Tage-Inzidenz noch geeignet, um die Entwicklung der Pandemie zu messen?"
blick,Archäologie: Mumie wäre bald Mami geworden,"Polnische Wissenschaftler haben einen Fötus in einer rund 2000 Jahre alten ägyptischen Mumie entdeckt. Dies sei der weltweit erste bekannte Fall einer «schwangeren einbalsamierten Leiche», schreiben die Forscher im «Journal of Archaeological Science»."
heilpraxisnet.de,COVID-19: Wie SARS-CoV-2 ins Gehirn gelangt,"Bei COVID-19 zeigen sich oftmals neurologische Beschwerden, die vermutlich in Zusammenhang mit der Ausbreitung von SARS-CoV-2 im Gehirn und dem Nervensystem stehen. In einer aktuellen Studie wurde nun deutlich, wie die Ausbreitung des Virus im Gehirn und Nervensystem erfolgt."
web.de news,"""Ingenuity"": Mars-Hubschrauber liefert erste Farbaufnahmen vom roten Planeten","Der Mars-Hubschrauber ""Ingenuity"" hat schon drei Flüge hinter sich. Bei seinem zweiten Erkundungsflug über den Mars wurden erste farbige Aufnahmen produziert."
fr.de,Supermond: Das war der größte Vollmond des Jahres - Wann er wieder zu sehen ist,Der Vollmond im April stand besonders nah an der Erde – ein Supermond war am Himmel zu sehen. Was es mit dem Phänomen auf sich hat und wann es erneut auftritt.
scinexx | das wissensmagazin,Milchstraße: Neue Karte des äußeren Halo,Verräterischer Schweif: Astronomen haben erstmals eine genauere Karte der äußeren Regionen unserer Galaxie erstellt – des Milchstraßen-Halo. Seine
futurezone.at,Hubschrauber Ingenuity fotografiert Mars-Rover aus der Luft,Während seines dritten Fluges konnte der Helikopter einen Schnappschuss von Perseverance machen.
schweizer radio und fernsehen (srf),Neue ETH-Studie - Die Gletscher auf der Erde schmelzen immer schneller,Gletscher schmelzen heute um fast einen Drittel schneller als noch vor 20 Jahren. Mancherorts droht Wassermangel.
heilpraxisnet.de,COVID-19-Therapie: Remdesivir durch Hepatitis-C-Mittel zehnfach wirksamer - Heilpraxisnet.de,Wirksamkeit von Remdesivir durch Hepatitis-Medikamente verstärkt Das Medikament Remdesivir war eine große Hoffnung in der frühen Phase der Pandemie. In frühen klinischen Studien erwies sich das Mittel zur Behandlung von COVID-19 als effektiv. In der Praxis ze…
frankfurt-live.com,Corona und Diabetiker - Frankfurt-Live.com,"Personen mit Diabetes haben ein erhöhtes Risiko für eine schwerwiegende COVID-19-Erkrankung im Vergleich zu Personen ohne Diabetes. Die Frage stellt sich,"
t-online.de,Darmkrebs: Mit der Fünferregel das Krankheitsrisiko senken - t-online,"Fünf Lebenstilfaktoren, die jeder beeinflussen kann, reduzieren das Risiko, an Darmkrebs zu erkranken. Das gilt auch bei genetischer Vorbelastung."
pharmazeutische-zeitung.de,Multiresistente Tuberkulose: Ein schnellerer Weg zur wirksamen Therapie - Pharmazeutische Zeitung online,Welche Substanzen wirken noch? Diese Frage ist für die Therapie der multiresistenten Tuberkulose entscheidend. Bis zur Antwort vergeht bislang oft vie...
www.hna.de,Insulinresistenz vor Diabetes: Symptome erkennen und rechtzeitig gegensteuern - HNA.de,"Wer Diabetes frühzeitig erkennt und behandelt, beugt Krankheiten wie Schlaganfall vor. Erfahren Sie hier mehr über die Frühwarnsignale einer Insulinresistenz."
fit for fun,Ernährungsexperten raten: So viel Vitamin B12 solltest du täglich zu dir nehmen - FIT FOR FUN,"Die Deutsche Gesellschaft für Ernährung empfiehlt einen bestimmten Richtwert für die tägliche Vitamin B12-Aufnahme. Wer dauerhaft keine ausreichende Menge des Vitamins aufnimmt, riskiert dabei gesundheitliche Schäden."
www.hna.de,Corona: Forscher untersuchen Sars-Cov-2-Viren: Darum sind sie gefährlicher als gewöhnliche Coronaviren - Kreisbote,"Ein Forscherteam hat offenbar den Grund gefunden, warum das Sars-Cov-2-Virus im Vergleich zu anderen Coronaviren so gefährlich für den Menschen sein kann."
www.nau.ch,Pfizer-Pille gegen Corona kommt vielleicht schon 2021 - Nau.ch,Kommt noch in diesem Jahr ein «Game Changer» im Kampf gegen das Coronavirus auf den Markt? Pfizer arbeitet zurzeit an einer Pille gegen Covid-19.
faz.net,Vier Dosen gegen einen Parasiten - FAZ - Frankfurter Allgemeine Zeitung,"Die Weltgesundheitsorganisation sieht Erfolge mit dem Malaria-Impfstoff RTS,S. In den vergangenen zwei Jahren wurden 1,7 Millionen Dosen verimpft. Umstritten bleibt allerdings unter anderem die geringe Wirksamkeit."
aponet.de,Krebsrisiko: Einsamkeit so gefährlich wie Rauchen - aponet.de,Laut einer Studie aus Finnland betrifft das vor allem Männer im mittleren Lebensalter.
oekotest.de,Gesundheitsgefahr: Darum sollten Sie rohes Hähnchenfleisch und Geflügel nicht waschen - ÖKO-TEST,"Hähnchen- oder Putenfleisch vor dem Kochen oder Braten gründlich waschen? Ein weit verbreiteter Irrtum, vor dem Mediziner mittlerweile warnen. Gefährliche Lebensmittelvergiftungen drohen, selbst wenn das Geflügel zuvor tiefgefroren war."
science.orf.at,Immunisierte auch gegen B.1.617 geschützt - ORF.at,"Viele Fragen zur Coronavirus-Variante B.1.617, die sich derzeit stark in Indien verbreitet, sind noch offen. Laut einer neuen Studie kann sie aber durch Antikörper im Blut von genesenen Covid-19-Patienten oder Geimpften neutralisiert werden – allerdings schwä…"
frankfurt-live.com,Sein Name ist Nanobody - Frankfurt-Live.com,"Am Naturwissenschaftlichen und Medizinischen Institut (NMI) in Reutlingen hat die Forschungsgruppe um Prof. Dr. Ulrich Rothbauer einen Nanobody entwickelt, mit dem"
frankfurt-live.com,Revolutioniert LEOPARD die Diagnostik? - Frankfurt-Live.com,Bin ich mit SARS-CoV-2 infiziert? Handelt es sich um das Ursprungsvirus oder eine gefährlichere Mutante? Diese und mehr Fragen mit einem einzigen effizienten
presseraum.at,COVID-19 verändert die menschlichen Gene und erklärt das Geheimnis hinter dem Coronavirus 'Long Haul' - presseraum.at,"LUBBOCK, Texas - Für einige Patienten mit COVID-19 ist die Erholung von ihrer Infektion nur der Beginn einer Heilung. Im vergangenen Jahr traten bei"
heute.at,Corona-Impfung könnte nicht nur vor Infektion schützen - Heute.at,"Die Spezialistin Carmen Scheibenbogen geht davon aus, dass eine Impfung gegen Covid auch vor Folgeerkrankungen wie Gedächtnisverlust schützt."
presseportal.ch,"Hohe Prävalenz eines Vitamin-D-Mangels bei Heuschnupfen, Asthma und Neurodermitis / Welche Erkenntnisse... - Presseportal.ch","Ingelheim (ots) - Wissenschaftlich sehr gut belegt ist, dass ein adäquater Vitamin-D-Spiegel Infektions- und Autoimmunerkrankungen entgegenwirkt und die Gesamtsterblichkeit..."
unternehmen-heute.de,Blutdruck - Mittel gegen den Bluthochdruck - UNTERNEHMEN-HEUTE.de,"Wenn der Blutdruck runter muss, gibt es verschiedene Möglichkeiten. Alle Medikamente wirken unterschiedlich und werden auch deshalb gerne kombiniert...."
heilpraxisnet.de,Hörverlust mit der Hilfe von Licht bekämpfen - Heilpraxisnet.de,"Durchbruch bei der Bekämpfung von Hörverlust? Mit der Hilfe von Lichtimplantaten könnte Menschen, die unter Taubheit oder einem hochgradigem Hörverlust leiden, das Hören ermöglicht werden. Durch neue Forschung konnten wichtige Parameter für das Design und die…"
praxisvita.de,Coronavirus-Symptome: Der Unterschied zur Grippe und Erkältung - Praxisvita,"Welche Unterschiede gibt es zwischen Corona, einer Erkältung und der Grippe? Eine Tabelle mit allen Symtpomen!"
futurezone.at,Sputnik V: Verwirrung um Fehler beim Vektorimpfstoff,Laut der brasilianischen Gesundheitsbehörde wurde der Vektorvirus nicht deaktiviert. Adenoviren könnten sich im Körper ausbreiten.
scinexx | das wissensmagazin,Corona: Hepatitis-Mittel machen Remdesivir wirksamer,"Zehnfach potenter: Forscher haben einen Weg gefunden, um die Wirkung des Corona-Mittels Remdesivir um das Zehnfache zu verstärken. Ihre Tests enthüllten,"
heidelberg24.de,Alkohol nach Corona-Impfung: Expertin warnt - so lange solltest Du nichts trinken,"Wissenschaftler warnen: Für Menschen die eine Corona-Impfung erhalten haben, sollte Alkohol tabu sein. Eine Expertin rät zu einer drastischen Zeitspanne."
frankfurter rundschau,Corona-Impfung: Veränderte Menstruation - Berichte über heftige Blutungen und Krämpfe,"Es gibt Hinweise darauf, dass Corona-Impfstoffe auch den Menstruationszyklus beeinflussen können. Forscher:innen stehen vor einem Rätsel."
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen,Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diabetiker ein erhöhtes Risiko für eine schwere Corona-Erkrankung?
frankfurter rundschau,Vitamin-D-Mangel: Künstliche Zufuhr kann der Gesundheit schaden,"Für den Körper ist Vitamin D sehr wichtig. Es gibt Wege, einem Mangel vorzubeugen. Doch Vorsicht – eine Überversorgung kann schädlich für die Gesundheit sein."
