source,title,description,category,publishedAt
BLICK,Fassnacht vor der EM: Pass-Qualität in der Nati ist höher als bei YB,YB-Flügel Christian Fassnacht (27) ist in Bad Ragaz auf dem Sprung an sein erstes grosses Turnier. Was ist bei der Nati anders als in Bern?,technology,2021-05-28T18:09:30Z
Schweizer Radio und Fernsehen (SRF),"Diamond League in Doha - 11,36 Sekunden: Del Ponte läuft auf Rang 7","Ajla Del Ponte findet in Doha langsam zur Form zurück, verpasst aber die Olympia-Limite erneut.",technology,2021-05-28T18:05:00Z
BLICK,Prinz Philips engste Mitarbeiter erben Vermögen,Sein Erbe soll umgerechnet rund 35 Milionen Pfund betragen. Davon sollen drei von Prinz Philips engsten Mittarbeitern einen «grosszügigen»Teil bekommen.,technology,2021-05-28T17:44:40Z
20 Minuten,Willi Herren : Witwe Jasmin Herren schlägt das Erbe ihres Ex-Mannes aus,Vor fünf Wochen starb der ehemalige Schlagerstar Willi Herren. Doch nun will niemand sein Erbe haben – auch nicht Jasmin Herren.,technology,2021-05-28T16:53:57Z
Schweizer Radio und Fernsehen (SRF),WM-Spiele vom Freitag - Schweden und Kanada halten sich im Viertelfinal-Rennen,Schweden und Kanada fahren gegen die Aussenseiter Grossbritannien und Kasachstan wichtige Siege ein.,technology,2021-05-28T16:02:00Z
20 Minuten,Neue Single «Mamacita» : Loco Escrito überrascht vierfaches Mami mit einem Privatkonzert,"Sylvia erlitt vergangenes Jahr einen schweren Schicksalsschlag: Als sie mit ihrem vierten Kind schwanger war, verlor sie ihren Mann. Wir haben die Kämpfernatur überrascht.",technology,2021-05-28T15:11:53Z
Schweizer Radio und Fernsehen (SRF),Das Neueste zur Coronakrise - Kanton Luzern lockert Coronaregeln in Pflegeeinrichtungen,"Die generelle Besuchsbeschränkung in Altersheimen, Spitälern und Kurhäusern wird aufgehoben. Keine Masken mehr in Autos.",technology,2021-05-28T15:11:15Z
eSports.ch,Nintendo bringt Splatoon 2 und Smash Bros. in die High Schools,Nintendo eSport macht einen weiteren Schritt: High-School-Schüler können sich bald in Splatoon 2 und Super Smash Bros. Ultimate messen.,technology,2021-05-28T15:07:16Z
BLICK,Von Schweizern ist nicht viel zu erwarten in Paris - nicht mal von Federer,Von den Schweizern ist nicht viel zu erwarten in Roland Garros. Sogar an Roger Federer glaubt niemand.,technology,2021-05-28T14:55:24Z
BLICK,EU lässt Impfstoff von Pfizer für Kinder zu,Die Europäische Arzneimittelbehörde EMA lässt den Impfstoff von Pfizer/Biontech auch für Kinder ab 12 Jahren zu.,technology,2021-05-28T14:42:26Z
20 Minuten,Poparazzi : Diese Social-Media-App will Instagram ablösen,Auf der neuen Foto-App Poparazzi sind Selfies und Filter tabu. Das Konzept kommt gut an: Einen Tag nach der Veröffentlichung ist die App Nummer eins in Apples App-Store.,technology,2021-05-28T16:57:16Z
inside digital,Diese beliebten Apps klauen deinem Handy am meisten Strom,"Dein Handy geht schnell leer? Daran kann eine App Schuld sein. Welche Apps am meisten Strom fressen, zeigt nun eine Untersuchung.",technology,2021-05-28T15:57:00Z
Schweizer Radio und Fernsehen (SRF),Emotionale Intelligenz - So gut verstehen Computer uns Menschen,Emotionen spiegeln sich in unseren Gesichtern. Eine Software kann sie erkennen – oft sogar besser als als wir selber.,technology,2021-05-28T13:17:00Z
BTC-ECHO | Bitcoin & Blockchain Pioneers,Cardano (ADA) auf der Alonzo-Zielgeraden: Startschuss für Alpha-Testnet,Cardano (ADA) kommt der Einführung von Smart Contracts immer näher. Das Testnet für die Hard Fork Alonzo ist in Betrieb.,technology,2021-05-28T12:38:11Z
inside digital,vernichtendes Urteil für das Top-Smartphone,Sind die neuen Spitzenmodelle von Samsung wirklich so schlecht? Nun erntet das nächste Galaxy-Smartphone massive Kritik von Experten.,technology,2021-05-28T09:58:00Z
 Cash,+++Börsen-Ticker+++ - SMI stemmt sich gegen schwache Schwergewichte - Kryptowährungen wieder auf Talfahrt - Kinokette AMC setzt Höhenflug for,"Der Schweizer Aktienmarkt kommt zu Wochenschluss nicht recht vom Fleck. Vor allem Kursverluste bei den drei Schwergewichten halten den Leitindex SMI davon ab, seine Rekordtour weiter fortzusetzen.",technology,2021-05-28T09:53:58Z
 Cash,Ark-Investorin Cathie Wood gibt Tesla-Chef Elon Musk Schuld für jüngsten Bitcoin-Crash,Bei einem öffentlichen Auftritt nennt Tech-Investorin Cathie Wood die Schuldigen für die jüngste Krypto-Korrektur. In Elon Musk setzt sie langfristig jedoch viel Hoffnung.,technology,2021-05-28T08:40:00Z
BTC-ECHO | Bitcoin & Blockchain Pioneers,Bitcoin-Mining: Chinesische Provinz Sichuan hofft auf Milde,"Nachdem China restriktiver gegen Bitcoin-Mining vorgeht, gibt es nun neue Hoffnung in der Provinz Sichuan. Derweilen fordert die SEC neue Regulierungen für Krypto-Börsen.",technology,2021-05-28T08:39:50Z
Inside Paradeplatz,Bitcoin Suisse sucht verzweifelt Bank-Partnerin,Krypto-Traderin will nach Lizenz-Njet mit Startup-Bank Tallyon zusammenspannen. Avaloq-Fernandez macht Druck.,technology,2021-05-28T05:59:36Z
finews.ch,CV VC: 13 Millionen mehr und in Dubai gelandet,"Die Zuger Investmentgesellschaft CV VC startet mit frischem Kapital eine neue Wachstumsphase. In Dubai hat das Unternehmen, das in Blockchain-Startups investiert, eine Niederlassung eröffnet.",technology,2021-05-28T05:29:00Z
