source,title,description,category,publishedAt
t-online.de,Corona-News: Virologin Ciesek: Impfung schützen auch bei indischer Variante,Die indische Coronavirus-Mutante verbreitet sich auch in Deutschland immer mehr. Doch wie wirken die Impfstoffe dagegen? Virologin Ciesek schätzt die Lage im NDR-Podcast ein. Alle Infos im Newsblog.,science,2021-05-18T17:28:00Z
Focus,"Erst warm, dann unwetterartig: Pfingststurm steuert auf Deutschland zu","Das Pfingstwochenende wird turbulent: Es kündigt sich ein Sturm an, der das ganze Land treffen wird – und das wahrscheinlich gleich zwei Mal",science,2021-05-18T16:31:00Z
Faz.net,Schwach in Mathe – schwach im Job,Die Leistungen vieler deutscher Schüler in Mathematik sind schlecht. Corona verschärft die Lage. Das hat Folgen für den Fachkräftemangel.,science,2021-05-18T13:34:00Z
DIE WELT,Künstliche Intelligenz: Algorithmen sollen psychische Erkrankungen diagnostizieren,Psychische Leiden werden oft nicht rechtzeitig als solche erkannt. Die Zahl der falsch-negativen Diagnosen ist hoch. Ein Münchner Forscher hat durch den Einsatz von künstlicher Intelligenz den Anteil von Fehldiagnosen deutlich gesenkt.,science,2021-05-18T12:24:20Z
Spiegel Online,Kipppunkt naht: Abschmelzen von Grönlandeis bald nicht mehr zu stoppen,"Der Eisschild Grönlands ist stellenweise gefährlich instabil geworden, ein Abschmelzen womöglich bald nicht mehr aufzuhalten, warnen Forscher. Im schlimmsten Fall könnte der Meeresspiegel um sieben Meter ansteigen.",science,2021-05-18T09:39:31Z
Spiegel Online,Klimabericht: Wie Nullemissionen bis 2050 erreicht werden könnten,Keine neuen Kohlekraftwerke mehr und ein Verkaufsstopp von Verbrennungsmotoren: Laut einem aktuellen Bericht kann die Welt bis 2050 klimaneutral werden – aber nur mit einem radikalen Umbau der Energiewirtschaft.,science,2021-05-18T09:09:44Z
scinexx | Das Wissensmagazin,Grönlandeis: Kurz vor dem Kipppunkt? - Teile des Eischilds zeigen Frühwarnzeichen für eine Destabilisierung,"Warnende Vorzeichen: Ein Teil des Grönlandeises könnte sich einem Kipppunkt näheren – einer Schwelle, ab der ein komplettes Abtauen droht. Erste Anzeichen",science,2021-05-18T09:05:10Z
heise online,30 Millionen Galaxien: Arbeit an präzisester 3D-Karte des Kosmos hat begonnen,Mit der größten und genauesten 3D-Karte des Universums soll die Dunkle Energie erforscht werden. Ein einzigartiges Teleskop hat nun seine Arbeit aufgenommen.,science,2021-05-18T08:16:00Z
20 Minuten,«Solar Orbiter» - Sonde liefert beeindruckende Aufnahmen von Sonneneruptionen,Die Bilder der Sonde «Solar Orbiter» sind auf halbem Wege zu ihrer Mission entstanden. Die Eruptionen sind ein wichtiger Teil des Weltraumwetters.,science,2021-05-18T07:53:00Z
Spiegel Online,"Pandemie-Modelliererin Priesemann: »Wir müssen aufpassen, dass wir den Immunitätsgewinn nicht weglockern«","Schon in vier Wochen könnte die bundesweite Inzidenz bei unter 50 liegen, sagt die Physikerin Viola Priesemann, die Bund und Länder bei der Eindämmung der Pandemie berät. Doch sie warnt vor Leichtsinn.",science,2021-05-18T06:40:00Z
heise online,NASA-Rover Perseverance: Gefährden Mars-Gesteinsproben die Erde?,Der NASA-Mars-Rover Perseverance soll Bodenproben nehmen und für den Rücktransport zur Erde verpacken. Kritiker befürchten eine Kontaminierung der Erde.,science,2021-05-18T06:37:00Z
Faz.net,"Sieben-Tage-Inzidenz sinkt auf 79,5",Das RKI meldet 4209 neue Infektionen mit dem Coronavirus. Die Sieben-Tage-Inzidenz bewegt sich den fünften Tag in Folge unter 100.,science,2021-05-18T06:20:00Z
Focus,Virus wird „endemisch“: Was Drosten-Prognose für Zeit nach der Pandemie bedeutet,"Bevor Sars-CoV-2 die ganze Welt infizierte, hatten Wissenschaftler noch Hoffnung, das Virus ausmerzen zu können. Heute ist klar: Die Pandemie wird zu Ende gehen, aber das neue Coronavirus wird bleiben – und Kinder eine entscheidende Rolle für die Verbreitung …",science,2021-05-18T06:16:00Z
DIE WELT,Wald der Zukunft: Aufforsten gegen den Klimawandel,"Förster Nils Fischer leitet das größte Hamburger Projekt zum Waldumbau. Im Forst Klövensteen wurden bereits 80 Prozent der Sitka-Fichte zu Opfern des Klimawandels. Er muss auch damit umgehen, dass niemand weiß, welcher Typus Wald in Zukunft die besten Chancen…",science,2021-05-18T05:40:00Z
t-online.de,Corona/Köln: Sieben-Tage-Inzidenz weiter über 100 – Ausgangssperre ab 22 Uhr - t-online,"Zwei Tage lag die Inzidenz in Köln unter dem entscheidenden Wert von 100, zum Wochenstart vermeldet das RKI aber wieder einen deutlichen Anstieg. Dennoch tritt die Allgemeinverfügung der Stadt außer Kraft.",science,2021-05-18T05:26:00Z
Bild,Aus Angst vor Corona - Erwin (77) traut sich nur mit Gasmaske raus,"So kann’s gehen, wenn man nicht online ist. Rentner Erwin Keindl kriegt keinen Impftermin, läuft deshalb mit Gasmaske durch Karlsruhe.",science,2021-05-18T05:21:44Z
